Drug,Reac,a,drug_num,reac_num,n
COLESEVELAM,MYALGIA,2,73,704,71094
CORTICOTROPIN,MYALGIA,2,41,704,71094
CRIZOTINIB,MYALGIA,1,171,704,71094
CYCLOPHOSPHAMIDE,MYALGIA,1,16,704,71094
CYTARABINE,MYALGIA,2,83,704,71094
DACLIZUMAB,MYALGIA,1,1,704,71094
DALFAMPRIDINE,MYALGIA,1,122,704,71094
DASATINIB,MYALGIA,1,149,704,71094
DENOSUMAB,MYALGIA,62,955,704,71094
DESVENLAFAXINE,MYALGIA,2,52,704,71094
DEXLANSOPRAZOLE,MYALGIA,1,14,704,71094
DIMETHYL FUMARATE,MYALGIA,6,1306,704,71094
DIPHENHYDRAMINE,MYALGIA,2,16,704,71094
DOLUTEGRAVIR,MYALGIA,2,11,704,71094
DULAGLUTIDE,MYALGIA,1,1,704,71094
DULOXETINE,MYALGIA,1,124,704,71094
ECULIZUMAB,MYALGIA,1,65,704,71094
ELTROMBOPAG,MYALGIA,2,32,704,71094
ENZALUTAMIDE,MYALGIA,12,511,704,71094
EPOETIN ALFA,MYALGIA,4,105,704,71094
EPOPROSTENOL,MYALGIA,3,520,704,71094
ERIBULIN,MYALGIA,2,19,704,71094
ERLOTINIB,MYALGIA,2,163,704,71094
ERTAPENEM,MYALGIA,1,13,704,71094
ESCITALOPRAM,MYALGIA,1,8,704,71094
ESOMEPRAZOLE,MYALGIA,2,37,704,71094
ETANERCEPT,MYALGIA,152,18762,704,71094
EVEROLIMUS,MYALGIA,1,130,704,71094
EXEMESTANE,MYALGIA,5,48,704,71094
EZETIMIBE,MYALGIA,6,35,704,71094
FINGOLIMOD,MYALGIA,19,1158,704,71094
FUROSEMIDE,MYALGIA,1,42,704,71094
GABAPENTIN,MYALGIA,1,146,704,71094
GADOBENATE,MYALGIA,2,82,704,71094
GADOVERSETAMIDE,MYALGIA,1,3,704,71094
GLATIRAMER,MYALGIA,2,356,704,71094
GOLIMUMAB,MYALGIA,2,136,704,71094
IBANDRONATE,MYALGIA,1,10,704,71094
IBRUTINIB,MYALGIA,12,474,704,71094
ILOPERIDONE,MYALGIA,1,5,704,71094
ILOPROST,MYALGIA,2,216,704,71094
IMMUNOGLOBULIN G,MYALGIA,1,150,704,71094
INFLIXIMAB,MYALGIA,5,401,704,71094
INSULIN LISPRO,MYALGIA,2,70,704,71094
INTERFERON ALFA-2B,MYALGIA,1,13,704,71094
INTERFERON BETA-1A,MYALGIA,13,938,704,71094
INTERFERON BETA-1B,MYALGIA,6,297,704,71094
ISOTRETINOIN,MYALGIA,10,233,704,71094
LANREOTIDE,MYALGIA,2,96,704,71094
LENALIDOMIDE,MYALGIA,18,6018,704,71094
LETROZOLE,MYALGIA,3,14,704,71094
LEUPROLIDE,MYALGIA,4,209,704,71094
LEVOFLOXACIN,MYALGIA,1,45,704,71094
LEVOTHYROXINE,MYALGIA,2,62,704,71094
LINAGLIPTIN,MYALGIA,1,92,704,71094
LORATADINE,MYALGIA,1,3,704,71094
LORCASERIN,MYALGIA,6,125,704,71094
MACITENTAN,MYALGIA,10,788,704,71094
MECHLORETHAMINE,MYALGIA,1,19,704,71094
MEPERIDINE,MYALGIA,1,4,704,71094
MESALAMINE,MYALGIA,2,66,704,71094
METHOTREXATE,MYALGIA,1,78,704,71094
METHYLPREDNISOLONE,MYALGIA,1,31,704,71094
NAPROXEN,MYALGIA,1,38,704,71094
NATALIZUMAB,MYALGIA,6,1621,704,71094
NILOTINIB,MYALGIA,3,46,704,71094
NINTEDANIB,MYALGIA,1,72,704,71094
OLANZAPINE,MYALGIA,1,30,704,71094
OMACETAXINE MEPESUCCINATE,MYALGIA,3,15,704,71094
OMALIZUMAB,MYALGIA,14,297,704,71094
OSPEMIFENE,MYALGIA,1,102,704,71094
OXYBATE,MYALGIA,14,1330,704,71094
PALIPERIDONE,MYALGIA,1,199,704,71094
PANTOPRAZOLE,MYALGIA,1,73,704,71094
PAZOPANIB,MYALGIA,1,126,704,71094
PD-1/PD-L1_MEL,MYALGIA,1,117,704,71094
PD-1/PD-L1_NSCLC,MYALGIA,2,84,704,71094
PD-1/PD-L1_RCC,MYALGIA,1,16,704,71094
PEGFILGRASTIM,MYALGIA,2,68,704,71094
PEGINTERFERON ALFA-2A,MYALGIA,1,70,704,71094
PEGINTERFERON ALFA-2B,MYALGIA,12,187,704,71094
PERTUZUMAB,MYALGIA,1,43,704,71094
PIOGLITAZONE,MYALGIA,1,23,704,71094
PIRFENIDONE,MYALGIA,1,27,704,71094
PITAVASTATIN,MYALGIA,1,3,704,71094
PLACEBO,MYALGIA,1,21,704,71094
POMALIDOMIDE,MYALGIA,1,854,704,71094
PONATINIB,MYALGIA,1,40,704,71094
PRAMIPEXOLE,MYALGIA,2,17,704,71094
PREGABALIN,MYALGIA,14,935,704,71094
RALTEGRAVIR,MYALGIA,1,18,704,71094
RANITIDINE,MYALGIA,2,206,704,71094
REGORAFENIB,MYALGIA,4,115,704,71094
RIBAVIRIN,MYALGIA,2,58,704,71094
RIOCIGUAT,MYALGIA,3,78,704,71094
RIVAROXABAN,MYALGIA,7,1242,704,71094
ROMIPLOSTIM,MYALGIA,2,55,704,71094
ROSUVASTATIN,MYALGIA,3,25,704,71094
ROTIGOTINE,MYALGIA,1,6,704,71094
RUXOLITINIB,MYALGIA,9,431,704,71094
SIMEPREVIR,MYALGIA,2,98,704,71094
SIMVASTATIN,MYALGIA,2,17,704,71094
SIPULEUCEL-T,MYALGIA,3,158,704,71094
SITAGLIPTIN,MYALGIA,2,140,704,71094
SODIUM FERRIC GLUCONATE COMPLEX,MYALGIA,1,22,704,71094
SOFOSBUVIR,MYALGIA,3,293,704,71094
SOMATROPIN,MYALGIA,2,51,704,71094
SORAFENIB,MYALGIA,2,134,704,71094
SOTALOL,MYALGIA,1,6,704,71094
SULFASALAZINE,MYALGIA,1,10,704,71094
SUNITINIB,MYALGIA,10,397,704,71094
TENOFOVIR DISOPROXIL,MYALGIA,1,8,704,71094
TERIFLUNOMIDE,MYALGIA,6,341,704,71094
TERIPARATIDE,MYALGIA,1,57,704,71094
TESTOSTERONE,MYALGIA,5,292,704,71094
THALIDOMIDE,MYALGIA,6,322,704,71094
THYROTROPIN ALFA,MYALGIA,2,13,704,71094
TOFACITINIB,MYALGIA,6,703,704,71094
TRAMADOL,MYALGIA,1,87,704,71094
TRASTUZUMAB,MYALGIA,1,67,704,71094
TREPROSTINIL,MYALGIA,2,352,704,71094
VANCOMYCIN,MYALGIA,1,43,704,71094
VARENICLINE,MYALGIA,1,89,704,71094
VEDOLIZUMAB,MYALGIA,1,49,704,71094
VEMURAFENIB,MYALGIA,1,41,704,71094
VISMODEGIB,MYALGIA,3,50,704,71094
ZOLEDRONIC ACID,MYALGIA,4,44,704,71094
ABATACEPT,MYOCARDIAL INFARCTION,1,148,538,71094
ABIRATERONE,MYOCARDIAL INFARCTION,1,83,538,71094
ADALIMUMAB,MYOCARDIAL INFARCTION,21,2347,538,71094
ALBUTEROL,MYOCARDIAL INFARCTION,3,101,538,71094
ALISKIREN,MYOCARDIAL INFARCTION,2,3,538,71094
AMBRISENTAN,MYOCARDIAL INFARCTION,4,538,538,71094
APIXABAN,MYOCARDIAL INFARCTION,1,134,538,71094
APREMILAST,MYOCARDIAL INFARCTION,3,1067,538,71094
ASPIRIN,MYOCARDIAL INFARCTION,9,842,538,71094
ATORVASTATIN,MYOCARDIAL INFARCTION,2,62,538,71094
AXITINIB,MYOCARDIAL INFARCTION,4,143,538,71094
BACLOFEN,MYOCARDIAL INFARCTION,2,89,538,71094
BEVACIZUMAB,MYOCARDIAL INFARCTION,3,176,538,71094
BOSENTAN,MYOCARDIAL INFARCTION,24,1394,538,71094
BUPRENORPHINE,MYOCARDIAL INFARCTION,1,189,538,71094
CABOZANTINIB,MYOCARDIAL INFARCTION,1,113,538,71094
CANAGLIFLOZIN,MYOCARDIAL INFARCTION,2,241,538,71094
CAPECITABINE,MYOCARDIAL INFARCTION,1,63,538,71094
CARFILZOMIB,MYOCARDIAL INFARCTION,3,349,538,71094
CARVEDILOL,MYOCARDIAL INFARCTION,1,7,538,71094
CERITINIB,MYOCARDIAL INFARCTION,1,38,538,71094
CERTOLIZUMAB PEGOL,MYOCARDIAL INFARCTION,2,757,538,71094
CINACALCET,MYOCARDIAL INFARCTION,3,72,538,71094
CLOZAPINE,MYOCARDIAL INFARCTION,2,187,538,71094
COBICISTAT,MYOCARDIAL INFARCTION,1,1,538,71094
CORTICOTROPIN,MYOCARDIAL INFARCTION,1,41,538,71094
CRIZOTINIB,MYOCARDIAL INFARCTION,1,171,538,71094
CTLA-4_MEL,MYOCARDIAL INFARCTION,2,125,538,71094
CYTARABINE,MYOCARDIAL INFARCTION,2,83,538,71094
Combined_MEL,MYOCARDIAL INFARCTION,1,77,538,71094
DABIGATRAN ETEXILATE,MYOCARDIAL INFARCTION,5,567,538,71094
DALFAMPRIDINE,MYOCARDIAL INFARCTION,1,122,538,71094
DARUNAVIR,MYOCARDIAL INFARCTION,1,13,538,71094
DASATINIB,MYOCARDIAL INFARCTION,2,149,538,71094
DENOSUMAB,MYOCARDIAL INFARCTION,7,955,538,71094
DIMETHYL FUMARATE,MYOCARDIAL INFARCTION,19,1306,538,71094
ELTROMBOPAG,MYOCARDIAL INFARCTION,2,32,538,71094
EMPAGLIFLOZIN,MYOCARDIAL INFARCTION,2,50,538,71094
ENOXAPARIN,MYOCARDIAL INFARCTION,1,40,538,71094
ENZALUTAMIDE,MYOCARDIAL INFARCTION,9,511,538,71094
EPOETIN ALFA,MYOCARDIAL INFARCTION,2,105,538,71094
EPOPROSTENOL,MYOCARDIAL INFARCTION,7,520,538,71094
"ESTROGENS, CONJUGATED (USP)",MYOCARDIAL INFARCTION,1,41,538,71094
ETANERCEPT,MYOCARDIAL INFARCTION,41,18762,538,71094
ETONOGESTREL,MYOCARDIAL INFARCTION,1,794,538,71094
EVEROLIMUS,MYOCARDIAL INFARCTION,2,130,538,71094
FINGOLIMOD,MYOCARDIAL INFARCTION,6,1158,538,71094
FLUOROURACIL,MYOCARDIAL INFARCTION,1,37,538,71094
GABAPENTIN,MYOCARDIAL INFARCTION,1,146,538,71094
GLATIRAMER,MYOCARDIAL INFARCTION,1,356,538,71094
GLIMEPIRIDE,MYOCARDIAL INFARCTION,1,3,538,71094
GOLIMUMAB,MYOCARDIAL INFARCTION,1,136,538,71094
IBRUTINIB,MYOCARDIAL INFARCTION,5,474,538,71094
IBUPROFEN,MYOCARDIAL INFARCTION,4,107,538,71094
ILOPROST,MYOCARDIAL INFARCTION,4,216,538,71094
IMATINIB,MYOCARDIAL INFARCTION,2,29,538,71094
IMMUNOGLOBULIN G,MYOCARDIAL INFARCTION,1,150,538,71094
INFLIXIMAB,MYOCARDIAL INFARCTION,1,401,538,71094
INSULIN GLARGINE,MYOCARDIAL INFARCTION,1,58,538,71094
INSULIN ISOPHANE,MYOCARDIAL INFARCTION,1,13,538,71094
INSULIN LISPRO,MYOCARDIAL INFARCTION,1,70,538,71094
INTERFERON BETA-1A,MYOCARDIAL INFARCTION,15,938,538,71094
INTERFERON BETA-1B,MYOCARDIAL INFARCTION,3,297,538,71094
LACOSAMIDE,MYOCARDIAL INFARCTION,1,67,538,71094
LAPATINIB,MYOCARDIAL INFARCTION,1,30,538,71094
LENALIDOMIDE,MYOCARDIAL INFARCTION,58,6018,538,71094
LEUPROLIDE,MYOCARDIAL INFARCTION,1,209,538,71094
LEVOMILNACIPRAN,MYOCARDIAL INFARCTION,1,28,538,71094
LIRAGLUTIDE,MYOCARDIAL INFARCTION,3,194,538,71094
LORCASERIN,MYOCARDIAL INFARCTION,1,125,538,71094
LURASIDONE,MYOCARDIAL INFARCTION,1,28,538,71094
MACITENTAN,MYOCARDIAL INFARCTION,14,788,538,71094
METHOTREXATE,MYOCARDIAL INFARCTION,1,78,538,71094
METOPROLOL,MYOCARDIAL INFARCTION,2,29,538,71094
METRONIDAZOLE,MYOCARDIAL INFARCTION,1,15,538,71094
MINOXIDIL,MYOCARDIAL INFARCTION,1,6,538,71094
MIRTAZAPINE,MYOCARDIAL INFARCTION,1,12,538,71094
NALTREXONE,MYOCARDIAL INFARCTION,1,15,538,71094
NAPROXEN,MYOCARDIAL INFARCTION,2,38,538,71094
NATALIZUMAB,MYOCARDIAL INFARCTION,15,1621,538,71094
NIFEDIPINE,MYOCARDIAL INFARCTION,1,12,538,71094
NILOTINIB,MYOCARDIAL INFARCTION,4,46,538,71094
OMALIZUMAB,MYOCARDIAL INFARCTION,3,297,538,71094
OXALIPLATIN,MYOCARDIAL INFARCTION,2,43,538,71094
OXYBATE,MYOCARDIAL INFARCTION,7,1330,538,71094
OXYCODONE,MYOCARDIAL INFARCTION,3,250,538,71094
PANTOPRAZOLE,MYOCARDIAL INFARCTION,1,73,538,71094
PASIREOTIDE,MYOCARDIAL INFARCTION,1,19,538,71094
PERTUZUMAB,MYOCARDIAL INFARCTION,1,43,538,71094
POMALIDOMIDE,MYOCARDIAL INFARCTION,18,854,538,71094
POSACONAZOLE,MYOCARDIAL INFARCTION,1,17,538,71094
PRASUGREL,MYOCARDIAL INFARCTION,1,14,538,71094
PREGABALIN,MYOCARDIAL INFARCTION,23,935,538,71094
RALTEGRAVIR,MYOCARDIAL INFARCTION,1,18,538,71094
RANIBIZUMAB,MYOCARDIAL INFARCTION,4,67,538,71094
REGADENOSON,MYOCARDIAL INFARCTION,2,59,538,71094
RIOCIGUAT,MYOCARDIAL INFARCTION,1,78,538,71094
RITONAVIR,MYOCARDIAL INFARCTION,1,29,538,71094
RIVAROXABAN,MYOCARDIAL INFARCTION,6,1242,538,71094
ROMIPLOSTIM,MYOCARDIAL INFARCTION,1,55,538,71094
ROSIGLITAZONE,MYOCARDIAL INFARCTION,7,14,538,71094
ROSUVASTATIN,MYOCARDIAL INFARCTION,1,25,538,71094
RUXOLITINIB,MYOCARDIAL INFARCTION,1,431,538,71094
SAXAGLIPTIN,MYOCARDIAL INFARCTION,1,7,538,71094
SEVELAMER,MYOCARDIAL INFARCTION,1,19,538,71094
SILDENAFIL,MYOCARDIAL INFARCTION,4,228,538,71094
SIPULEUCEL-T,MYOCARDIAL INFARCTION,4,158,538,71094
SIROLIMUS,MYOCARDIAL INFARCTION,1,67,538,71094
SITAGLIPTIN,MYOCARDIAL INFARCTION,3,140,538,71094
SODIUM CHLORIDE,MYOCARDIAL INFARCTION,1,31,538,71094
SOFOSBUVIR,MYOCARDIAL INFARCTION,2,293,538,71094
SOMATROPIN,MYOCARDIAL INFARCTION,1,51,538,71094
SORAFENIB,MYOCARDIAL INFARCTION,2,134,538,71094
TERIFLUNOMIDE,MYOCARDIAL INFARCTION,6,341,538,71094
TESTOSTERONE,MYOCARDIAL INFARCTION,26,292,538,71094
TETRABENAZINE,MYOCARDIAL INFARCTION,1,34,538,71094
THALIDOMIDE,MYOCARDIAL INFARCTION,5,322,538,71094
TICAGRELOR,MYOCARDIAL INFARCTION,1,110,538,71094
TIOTROPIUM,MYOCARDIAL INFARCTION,6,454,538,71094
TOCILIZUMAB,MYOCARDIAL INFARCTION,1,66,538,71094
TOFACITINIB,MYOCARDIAL INFARCTION,2,703,538,71094
TREPROSTINIL,MYOCARDIAL INFARCTION,2,352,538,71094
USTEKINUMAB,MYOCARDIAL INFARCTION,5,248,538,71094
VALSARTAN,MYOCARDIAL INFARCTION,1,13,538,71094
VANCOMYCIN,MYOCARDIAL INFARCTION,1,43,538,71094
VEDOLIZUMAB,MYOCARDIAL INFARCTION,1,49,538,71094
VIGABATRIN,MYOCARDIAL INFARCTION,1,118,538,71094
VISMODEGIB,MYOCARDIAL INFARCTION,1,50,538,71094
VORINOSTAT,MYOCARDIAL INFARCTION,1,31,538,71094
WARFARIN,MYOCARDIAL INFARCTION,2,42,538,71094
ZOLPIDEM,MYOCARDIAL INFARCTION,2,32,538,71094
ABATACEPT,NASOPHARYNGITIS,2,148,1624,71094
ADALIMUMAB,NASOPHARYNGITIS,25,2347,1624,71094
AFATINIB,NASOPHARYNGITIS,2,115,1624,71094
ALBUTEROL,NASOPHARYNGITIS,2,101,1624,71094
AMBRISENTAN,NASOPHARYNGITIS,9,538,1624,71094
AMLODIPINE,NASOPHARYNGITIS,1,29,1624,71094
APIXABAN,NASOPHARYNGITIS,3,134,1624,71094
APREMILAST,NASOPHARYNGITIS,13,1067,1624,71094
ATORVASTATIN,NASOPHARYNGITIS,2,62,1624,71094
AXITINIB,NASOPHARYNGITIS,2,143,1624,71094
BACLOFEN,NASOPHARYNGITIS,1,89,1624,71094
BIMATOPROST,NASOPHARYNGITIS,1,69,1624,71094
BORTEZOMIB,NASOPHARYNGITIS,1,173,1624,71094
BOSENTAN,NASOPHARYNGITIS,22,1394,1624,71094
BOTULINUM TOXIN TYPE A,NASOPHARYNGITIS,3,289,1624,71094
CABOZANTINIB,NASOPHARYNGITIS,1,113,1624,71094
CARFILZOMIB,NASOPHARYNGITIS,17,349,1624,71094
CELECOXIB,NASOPHARYNGITIS,3,144,1624,71094
CERTOLIZUMAB PEGOL,NASOPHARYNGITIS,39,757,1624,71094
COLCHICINE,NASOPHARYNGITIS,2,15,1624,71094
COLESEVELAM,NASOPHARYNGITIS,1,73,1624,71094
CRIZOTINIB,NASOPHARYNGITIS,1,171,1624,71094
CTLA-4_MEL,NASOPHARYNGITIS,1,125,1624,71094
CYCLOSPORINE,NASOPHARYNGITIS,2,91,1624,71094
DABIGATRAN ETEXILATE,NASOPHARYNGITIS,1,567,1624,71094
DALFAMPRIDINE,NASOPHARYNGITIS,1,122,1624,71094
DASATINIB,NASOPHARYNGITIS,6,149,1624,71094
DENOSUMAB,NASOPHARYNGITIS,8,955,1624,71094
DESVENLAFAXINE,NASOPHARYNGITIS,2,52,1624,71094
DIMETHYL FUMARATE,NASOPHARYNGITIS,8,1306,1624,71094
DOFETILIDE,NASOPHARYNGITIS,1,54,1624,71094
DOXYCYCLINE,NASOPHARYNGITIS,2,7,1624,71094
ECULIZUMAB,NASOPHARYNGITIS,1,65,1624,71094
ELIGLUSTAT,NASOPHARYNGITIS,1,1,1624,71094
ENZALUTAMIDE,NASOPHARYNGITIS,11,511,1624,71094
EPOETIN ALFA,NASOPHARYNGITIS,1,105,1624,71094
EPOPROSTENOL,NASOPHARYNGITIS,41,520,1624,71094
ERIBULIN,NASOPHARYNGITIS,1,19,1624,71094
ETANERCEPT,NASOPHARYNGITIS,918,18762,1624,71094
EVEROLIMUS,NASOPHARYNGITIS,4,130,1624,71094
EXEMESTANE,NASOPHARYNGITIS,2,48,1624,71094
EXENATIDE,NASOPHARYNGITIS,2,134,1624,71094
FINGOLIMOD,NASOPHARYNGITIS,29,1158,1624,71094
GLATIRAMER,NASOPHARYNGITIS,7,356,1624,71094
GOLIMUMAB,NASOPHARYNGITIS,1,136,1624,71094
HYDROXYCHLOROQUINE,NASOPHARYNGITIS,1,4,1624,71094
HYDROXYZINE,NASOPHARYNGITIS,1,11,1624,71094
IBRUTINIB,NASOPHARYNGITIS,9,474,1624,71094
ILOPROST,NASOPHARYNGITIS,5,216,1624,71094
INFLIXIMAB,NASOPHARYNGITIS,1,401,1624,71094
INSULIN GLARGINE,NASOPHARYNGITIS,1,58,1624,71094
INSULIN LISPRO,NASOPHARYNGITIS,1,70,1624,71094
INTERFERON BETA-1A,NASOPHARYNGITIS,4,938,1624,71094
INTERFERON BETA-1B,NASOPHARYNGITIS,3,297,1624,71094
LAMOTRIGINE,NASOPHARYNGITIS,2,58,1624,71094
LENALIDOMIDE,NASOPHARYNGITIS,78,6018,1624,71094
LEVOMILNACIPRAN,NASOPHARYNGITIS,1,28,1624,71094
LORCASERIN,NASOPHARYNGITIS,1,125,1624,71094
LURASIDONE,NASOPHARYNGITIS,1,28,1624,71094
MACITENTAN,NASOPHARYNGITIS,19,788,1624,71094
MECHLORETHAMINE,NASOPHARYNGITIS,1,19,1624,71094
METHOTREXATE,NASOPHARYNGITIS,1,78,1624,71094
MIRABEGRON,NASOPHARYNGITIS,1,41,1624,71094
NATALIZUMAB,NASOPHARYNGITIS,58,1621,1624,71094
NINTEDANIB,NASOPHARYNGITIS,3,72,1624,71094
OBINUTUZUMAB,NASOPHARYNGITIS,1,33,1624,71094
OLMESARTAN,NASOPHARYNGITIS,2,49,1624,71094
OMALIZUMAB,NASOPHARYNGITIS,6,297,1624,71094
ONDANSETRON,NASOPHARYNGITIS,4,28,1624,71094
OXYBATE,NASOPHARYNGITIS,73,1330,1624,71094
OXYCODONE,NASOPHARYNGITIS,2,250,1624,71094
PAROXETINE,NASOPHARYNGITIS,1,8,1624,71094
PEGINTERFERON ALFA-2B,NASOPHARYNGITIS,3,187,1624,71094
POMALIDOMIDE,NASOPHARYNGITIS,16,854,1624,71094
PREDNISONE,NASOPHARYNGITIS,1,37,1624,71094
PREGABALIN,NASOPHARYNGITIS,19,935,1624,71094
RALTEGRAVIR,NASOPHARYNGITIS,1,18,1624,71094
REGORAFENIB,NASOPHARYNGITIS,1,115,1624,71094
RIOCIGUAT,NASOPHARYNGITIS,2,78,1624,71094
RITUXIMAB,NASOPHARYNGITIS,1,116,1624,71094
RIVAROXABAN,NASOPHARYNGITIS,1,1242,1624,71094
ROMIPLOSTIM,NASOPHARYNGITIS,1,55,1624,71094
ROPINIROLE,NASOPHARYNGITIS,1,6,1624,71094
RUXOLITINIB,NASOPHARYNGITIS,9,431,1624,71094
SILDENAFIL,NASOPHARYNGITIS,4,228,1624,71094
SIMEPREVIR,NASOPHARYNGITIS,2,98,1624,71094
SIROLIMUS,NASOPHARYNGITIS,1,67,1624,71094
SITAGLIPTIN,NASOPHARYNGITIS,3,140,1624,71094
SOMATROPIN,NASOPHARYNGITIS,2,51,1624,71094
SUNITINIB,NASOPHARYNGITIS,7,397,1624,71094
TADALAFIL,NASOPHARYNGITIS,1,23,1624,71094
TEDUGLUTIDE,NASOPHARYNGITIS,1,12,1624,71094
TERIFLUNOMIDE,NASOPHARYNGITIS,24,341,1624,71094
TESTOSTERONE,NASOPHARYNGITIS,1,292,1624,71094
THALIDOMIDE,NASOPHARYNGITIS,4,322,1624,71094
TIOTROPIUM,NASOPHARYNGITIS,2,454,1624,71094
TOFACITINIB,NASOPHARYNGITIS,23,703,1624,71094
TREPROSTINIL,NASOPHARYNGITIS,4,352,1624,71094
USTEKINUMAB,NASOPHARYNGITIS,1,248,1624,71094
VENLAFAXINE,NASOPHARYNGITIS,1,75,1624,71094
VISMODEGIB,NASOPHARYNGITIS,2,50,1624,71094
ABATACEPT,NAUSEA,2,148,4198,71094
ABIRATERONE,NAUSEA,5,83,4198,71094
ACETAMINOPHEN,NAUSEA,7,55,4198,71094
ADALIMUMAB,NAUSEA,172,2347,4198,71094
AFATINIB,NAUSEA,24,115,4198,71094
AFLIBERCEPT,NAUSEA,5,35,4198,71094
ALBENDAZOLE,NAUSEA,1,2,4198,71094
ALBIGLUTIDE,NAUSEA,2,3,4198,71094
ALBUTEROL,NAUSEA,1,101,4198,71094
ALEMTUZUMAB,NAUSEA,1,23,4198,71094
ALPHA 1-ANTITRYPSIN,NAUSEA,1,10,4198,71094
ALPRAZOLAM,NAUSEA,1,88,4198,71094
AMBRISENTAN,NAUSEA,19,538,4198,71094
AMITRIPTYLINE,NAUSEA,1,8,4198,71094
APIXABAN,NAUSEA,4,134,4198,71094
APOMORPHINE,NAUSEA,1,2,4198,71094
APREMILAST,NAUSEA,372,1067,4198,71094
APREPITANT,NAUSEA,4,24,4198,71094
ARIPIPRAZOLE,NAUSEA,5,167,4198,71094
ARMODAFINIL,NAUSEA,1,17,4198,71094
ASPIRIN,NAUSEA,1,842,4198,71094
ATORVASTATIN,NAUSEA,7,62,4198,71094
AXITINIB,NAUSEA,22,143,4198,71094
AZACITIDINE,NAUSEA,1,42,4198,71094
AZITHROMYCIN,NAUSEA,1,16,4198,71094
BACLOFEN,NAUSEA,4,89,4198,71094
BASILIXIMAB,NAUSEA,3,10,4198,71094
"BCG, LIVE, TICE STRAIN",NAUSEA,2,17,4198,71094
BECLOMETHASONE,NAUSEA,1,5,4198,71094
BELATACEPT,NAUSEA,2,37,4198,71094
BELIMUMAB,NAUSEA,1,64,4198,71094
BENDAMUSTINE,NAUSEA,2,54,4198,71094
BEVACIZUMAB,NAUSEA,21,176,4198,71094
BICALUTAMIDE,NAUSEA,1,7,4198,71094
BIMATOPROST,NAUSEA,2,69,4198,71094
BORTEZOMIB,NAUSEA,3,173,4198,71094
BOSENTAN,NAUSEA,74,1394,4198,71094
BOSUTINIB,NAUSEA,42,116,4198,71094
BOTULINUM TOXIN TYPE A,NAUSEA,15,289,4198,71094
BUDESONIDE,NAUSEA,3,13,4198,71094
BUPRENORPHINE,NAUSEA,18,189,4198,71094
BUPROPION,NAUSEA,5,39,4198,71094
CABAZITAXEL,NAUSEA,2,14,4198,71094
CABOZANTINIB,NAUSEA,12,113,4198,71094
CALCIUM CARBONATE,NAUSEA,1,1,4198,71094
CANAGLIFLOZIN,NAUSEA,8,241,4198,71094
CAPECITABINE,NAUSEA,10,63,4198,71094
CARBOPLATIN,NAUSEA,2,9,4198,71094
CARFILZOMIB,NAUSEA,31,349,4198,71094
CEFUROXIME,NAUSEA,1,2,4198,71094
CELECOXIB,NAUSEA,5,144,4198,71094
CERITINIB,NAUSEA,12,38,4198,71094
CERTOLIZUMAB PEGOL,NAUSEA,43,757,4198,71094
CHOLESTYRAMINE RESIN,NAUSEA,1,2,4198,71094
CINACALCET,NAUSEA,11,72,4198,71094
CISPLATIN,NAUSEA,1,8,4198,71094
CITALOPRAM,NAUSEA,1,4,4198,71094
CLINDAMYCIN,NAUSEA,1,9,4198,71094
CLOPIDOGREL,NAUSEA,1,26,4198,71094
CLOZAPINE,NAUSEA,7,187,4198,71094
COLCHICINE,NAUSEA,1,15,4198,71094
COLESEVELAM,NAUSEA,1,73,4198,71094
COPPER,NAUSEA,5,329,4198,71094
CORTICOTROPIN,NAUSEA,3,41,4198,71094
CRIZOTINIB,NAUSEA,44,171,4198,71094
CTLA-4,NAUSEA,1,19,4198,71094
CTLA-4_MEL,NAUSEA,5,125,4198,71094
CYCLOPHOSPHAMIDE,NAUSEA,1,16,4198,71094
CYCLOSPORINE,NAUSEA,2,91,4198,71094
CYTARABINE,NAUSEA,8,83,4198,71094
Combined_MEL,NAUSEA,4,77,4198,71094
Combined_Other,NAUSEA,2,34,4198,71094
DABIGATRAN ETEXILATE,NAUSEA,9,567,4198,71094
DABRAFENIB,NAUSEA,1,83,4198,71094
DALBAVANCIN,NAUSEA,1,15,4198,71094
DALFAMPRIDINE,NAUSEA,4,122,4198,71094
DAPAGLIFLOZIN,NAUSEA,1,54,4198,71094
DAPTOMYCIN,NAUSEA,1,4,4198,71094
DASATINIB,NAUSEA,14,149,4198,71094
DECITABINE,NAUSEA,1,6,4198,71094
DEFERASIROX,NAUSEA,7,29,4198,71094
DEGARELIX,NAUSEA,1,2,4198,71094
DENOSUMAB,NAUSEA,43,955,4198,71094
DESVENLAFAXINE,NAUSEA,4,52,4198,71094
DEXLANSOPRAZOLE,NAUSEA,1,14,4198,71094
DEXTROAMPHETAMINE,NAUSEA,1,2,4198,71094
DEXTROMETHORPHAN,NAUSEA,1,9,4198,71094
DICLOFENAC,NAUSEA,4,41,4198,71094
DIMETHYL FUMARATE,NAUSEA,147,1306,4198,71094
DIPHENHYDRAMINE,NAUSEA,2,16,4198,71094
DOBUTAMINE,NAUSEA,1,2,4198,71094
DOCETAXEL,NAUSEA,8,51,4198,71094
DOFETILIDE,NAUSEA,2,54,4198,71094
DOLUTEGRAVIR,NAUSEA,1,11,4198,71094
DOXERCALCIFEROL,NAUSEA,2,23,4198,71094
DOXORUBICIN,NAUSEA,3,55,4198,71094
