Drug,Reac,a,drug_num,reac_num,n
OXYCODONE,DIZZINESS,6,313,3290,95942
PACLITAXEL,DIZZINESS,4,461,3290,95942
PALIPERIDONE,DIZZINESS,9,411,3290,95942
PANTOPRAZOLE,DIZZINESS,1,129,3290,95942
PAROXETINE,DIZZINESS,9,94,3290,95942
PASIREOTIDE,DIZZINESS,3,77,3290,95942
PAZOPANIB,DIZZINESS,3,188,3290,95942
PD-1/PD-L1_MEL,DIZZINESS,2,157,3290,95942
PEGFILGRASTIM,DIZZINESS,1,210,3290,95942
PEGINTERFERON ALFA-2A,DIZZINESS,9,313,3290,95942
PEGINTERFERON ALFA-2B,DIZZINESS,8,259,3290,95942
PEGINTERFERON BETA-1A,DIZZINESS,1,38,3290,95942
PEGVISOMANT,DIZZINESS,1,33,3290,95942
PEMETREXED,DIZZINESS,1,19,3290,95942
PENTOXIFYLLINE,DIZZINESS,1,2,3290,95942
PERAMPANEL,DIZZINESS,4,68,3290,95942
PERFLUTREN,DIZZINESS,5,24,3290,95942
PERTUZUMAB,DIZZINESS,10,176,3290,95942
PHENTERMINE,DIZZINESS,1,7,3290,95942
PHENYLEPHRINE,DIZZINESS,1,8,3290,95942
PHENYTOIN,DIZZINESS,3,39,3290,95942
PILOCARPINE,DIZZINESS,2,3,3290,95942
PIOGLITAZONE,DIZZINESS,2,30,3290,95942
PIRFENIDONE,DIZZINESS,3,30,3290,95942
POMALIDOMIDE,DIZZINESS,17,525,3290,95942
PONATINIB,DIZZINESS,2,80,3290,95942
PRAMIPEXOLE,DIZZINESS,3,28,3290,95942
PRASUGREL,DIZZINESS,1,13,3290,95942
PRAZOSIN,DIZZINESS,1,5,3290,95942
PREDNISOLONE,DIZZINESS,1,102,3290,95942
PREGABALIN,DIZZINESS,35,824,3290,95942
QUETIAPINE,DIZZINESS,8,389,3290,95942
RALTEGRAVIR,DIZZINESS,3,69,3290,95942
RAMIPRIL,DIZZINESS,17,159,3290,95942
RAMUCIRUMAB,DIZZINESS,1,15,3290,95942
RANIBIZUMAB,DIZZINESS,5,146,3290,95942
RANITIDINE,DIZZINESS,2,188,3290,95942
RANOLAZINE,DIZZINESS,3,10,3290,95942
RASAGILINE,DIZZINESS,2,14,3290,95942
REGADENOSON,DIZZINESS,2,33,3290,95942
REGORAFENIB,DIZZINESS,2,235,3290,95942
REPAGLINIDE,DIZZINESS,1,11,3290,95942
RIBAVIRIN,DIZZINESS,10,360,3290,95942
RIFAPENTINE,DIZZINESS,1,4,3290,95942
RILPIVIRINE,DIZZINESS,2,19,3290,95942
RIOCIGUAT,DIZZINESS,17,57,3290,95942
RISEDRONATE,DIZZINESS,1,5,3290,95942
RITUXIMAB,DIZZINESS,34,755,3290,95942
RIVAROXABAN,DIZZINESS,28,959,3290,95942
RIZATRIPTAN,DIZZINESS,1,27,3290,95942
ROCURONIUM,DIZZINESS,1,52,3290,95942
ROMIPLOSTIM,DIZZINESS,5,99,3290,95942
ROSUVASTATIN,DIZZINESS,5,89,3290,95942
RUXOLITINIB,DIZZINESS,13,203,3290,95942
SALMON CALCITONIN,DIZZINESS,1,1,3290,95942
SARILUMAB,DIZZINESS,1,2,3290,95942
SECUKINUMAB,DIZZINESS,1,48,3290,95942
SERTRALINE,DIZZINESS,14,265,3290,95942
SEVELAMER,DIZZINESS,1,12,3290,95942
SILDENAFIL,DIZZINESS,6,133,3290,95942
SIMEPREVIR,DIZZINESS,10,835,3290,95942
SIMVASTATIN,DIZZINESS,11,172,3290,95942
SITAGLIPTIN,DIZZINESS,3,102,3290,95942
SODIUM CHLORIDE,DIZZINESS,2,61,3290,95942
SODIUM FERRIC GLUCONATE COMPLEX,DIZZINESS,2,30,3290,95942
SODIUM POLYSTYRENE SULFONATE,DIZZINESS,1,3,3290,95942
SOFOSBUVIR,DIZZINESS,20,693,3290,95942
SOMATROPIN,DIZZINESS,5,79,3290,95942
SORAFENIB,DIZZINESS,6,213,3290,95942
SOTALOL,DIZZINESS,3,5,3290,95942
SUGAMMADEX,DIZZINESS,1,17,3290,95942
SULFASALAZINE,DIZZINESS,1,51,3290,95942
SUMATRIPTAN,DIZZINESS,4,92,3290,95942
SUNITINIB,DIZZINESS,11,301,3290,95942
SUVOREXANT,DIZZINESS,1,7,3290,95942
TACROLIMUS,DIZZINESS,3,315,3290,95942
TAMSULOSIN,DIZZINESS,6,35,3290,95942
TAPENTADOL,DIZZINESS,4,81,3290,95942
TEDUGLUTIDE,DIZZINESS,1,43,3290,95942
TELAPREVIR,DIZZINESS,3,266,3290,95942
TELMISARTAN,DIZZINESS,3,25,3290,95942
TEMOZOLOMIDE,DIZZINESS,3,82,3290,95942
TENOFOVIR DISOPROXIL,DIZZINESS,2,117,3290,95942
TERIFLUNOMIDE,DIZZINESS,25,495,3290,95942
TERIPARATIDE,DIZZINESS,7,61,3290,95942
TESTOSTERONE,DIZZINESS,3,272,3290,95942
THALIDOMIDE,DIZZINESS,10,141,3290,95942
THYROTROPIN ALFA,DIZZINESS,1,13,3290,95942
TICAGRELOR,DIZZINESS,10,224,3290,95942
TIZANIDINE,DIZZINESS,2,12,3290,95942
TOBRAMYCIN,DIZZINESS,1,13,3290,95942
TOCILIZUMAB,DIZZINESS,46,788,3290,95942
TOFACITINIB,DIZZINESS,14,667,3290,95942
TOLVAPTAN,DIZZINESS,1,28,3290,95942
TOPIRAMATE,DIZZINESS,6,152,3290,95942
TRAMADOL,DIZZINESS,12,200,3290,95942
TRAMETINIB,DIZZINESS,4,100,3290,95942
TRANDOLAPRIL,DIZZINESS,1,8,3290,95942
TRASTUZUMAB,DIZZINESS,24,428,3290,95942
TREPROSTINIL,DIZZINESS,31,474,3290,95942
TRIAMCINOLONE,DIZZINESS,2,25,3290,95942
USTEKINUMAB,DIZZINESS,4,573,3290,95942
VALACYCLOVIR,DIZZINESS,1,40,3290,95942
VALGANCICLOVIR,DIZZINESS,2,18,3290,95942
VALPROATE,DIZZINESS,6,142,3290,95942
VALSARTAN,DIZZINESS,7,54,3290,95942
VARENICLINE,DIZZINESS,15,166,3290,95942
VEDOLIZUMAB,DIZZINESS,6,131,3290,95942
VEMURAFENIB,DIZZINESS,1,176,3290,95942
VENLAFAXINE,DIZZINESS,10,195,3290,95942
VIGABATRIN,DIZZINESS,6,110,3290,95942
VINORELBINE,DIZZINESS,1,21,3290,95942
VISMODEGIB,DIZZINESS,2,43,3290,95942
VORICONAZOLE,DIZZINESS,2,55,3290,95942
VORTIOXETINE,DIZZINESS,9,103,3290,95942
WARFARIN,DIZZINESS,2,110,3290,95942
ZICONOTIDE,DIZZINESS,4,32,3290,95942
ZIDOVUDINE,DIZZINESS,1,12,3290,95942
ZOLEDRONIC ACID,DIZZINESS,2,310,3290,95942
ZOLPIDEM,DIZZINESS,1,119,3290,95942
17-ALPHA-HYDROXYPROGESTERONE,DRUG HYPERSENSITIVITY,2,73,611,95942
ABACAVIR,DRUG HYPERSENSITIVITY,1,7,611,95942
ABATACEPT,DRUG HYPERSENSITIVITY,4,299,611,95942
ACETAMINOPHEN,DRUG HYPERSENSITIVITY,1,173,611,95942
ACLIDINIUM,DRUG HYPERSENSITIVITY,4,18,611,95942
ACYCLOVIR,DRUG HYPERSENSITIVITY,1,54,611,95942
ADALIMUMAB,DRUG HYPERSENSITIVITY,26,3991,611,95942
ALBUTEROL,DRUG HYPERSENSITIVITY,1,92,611,95942
ALEMTUZUMAB,DRUG HYPERSENSITIVITY,1,135,611,95942
ALLOPURINOL,DRUG HYPERSENSITIVITY,1,29,611,95942
AMBRISENTAN,DRUG HYPERSENSITIVITY,3,339,611,95942
AMIODARONE,DRUG HYPERSENSITIVITY,1,57,611,95942
AMLODIPINE,DRUG HYPERSENSITIVITY,3,160,611,95942
AMOXICILLIN,DRUG HYPERSENSITIVITY,19,251,611,95942
APREMILAST,DRUG HYPERSENSITIVITY,1,1141,611,95942
APREPITANT,DRUG HYPERSENSITIVITY,1,66,611,95942
ARMODAFINIL,DRUG HYPERSENSITIVITY,2,18,611,95942
ATENOLOL,DRUG HYPERSENSITIVITY,1,72,611,95942
ATORVASTATIN,DRUG HYPERSENSITIVITY,4,239,611,95942
AZATHIOPRINE,DRUG HYPERSENSITIVITY,1,28,611,95942
AZITHROMYCIN,DRUG HYPERSENSITIVITY,5,86,611,95942
BACLOFEN,DRUG HYPERSENSITIVITY,1,309,611,95942
BIMATOPROST,DRUG HYPERSENSITIVITY,1,46,611,95942
BLEOMYCIN,DRUG HYPERSENSITIVITY,1,8,611,95942
BOSENTAN,DRUG HYPERSENSITIVITY,8,753,611,95942
BOTULINUM TOXIN TYPE A,DRUG HYPERSENSITIVITY,8,337,611,95942
BRENTUXIMAB VEDOTIN,DRUG HYPERSENSITIVITY,2,121,611,95942
BUDESONIDE,DRUG HYPERSENSITIVITY,1,30,611,95942
BUPRENORPHINE,DRUG HYPERSENSITIVITY,2,199,611,95942
BUPROPION,DRUG HYPERSENSITIVITY,2,108,611,95942
BUSPIRONE,DRUG HYPERSENSITIVITY,1,3,611,95942
CANAGLIFLOZIN,DRUG HYPERSENSITIVITY,2,225,611,95942
CANDESARTAN,DRUG HYPERSENSITIVITY,1,28,611,95942
CARBAMAZEPINE,DRUG HYPERSENSITIVITY,1,164,611,95942
CARBOPLATIN,DRUG HYPERSENSITIVITY,2,174,611,95942
CEFPODOXIME,DRUG HYPERSENSITIVITY,1,9,611,95942
CEFTRIAXONE,DRUG HYPERSENSITIVITY,3,89,611,95942
CEFUROXIME,DRUG HYPERSENSITIVITY,1,53,611,95942
CELECOXIB,DRUG HYPERSENSITIVITY,6,114,611,95942
CERTOLIZUMAB PEGOL,DRUG HYPERSENSITIVITY,7,1394,611,95942
CINACALCET,DRUG HYPERSENSITIVITY,1,74,611,95942
CIPROFLOXACIN,DRUG HYPERSENSITIVITY,5,159,611,95942
CITALOPRAM,DRUG HYPERSENSITIVITY,1,258,611,95942
CLARITHROMYCIN,DRUG HYPERSENSITIVITY,2,193,611,95942
CLINDAMYCIN,DRUG HYPERSENSITIVITY,4,57,611,95942
CLOZAPINE,DRUG HYPERSENSITIVITY,2,878,611,95942
CODEINE,DRUG HYPERSENSITIVITY,1,8,611,95942
CORTICOTROPIN,DRUG HYPERSENSITIVITY,2,48,611,95942
DALBAVANCIN,DRUG HYPERSENSITIVITY,1,12,611,95942
DALFAMPRIDINE,DRUG HYPERSENSITIVITY,3,304,611,95942
DAPAGLIFLOZIN,DRUG HYPERSENSITIVITY,1,88,611,95942
DAPSONE,DRUG HYPERSENSITIVITY,2,7,611,95942
DARBEPOETIN ALFA,DRUG HYPERSENSITIVITY,1,78,611,95942
DENOSUMAB,DRUG HYPERSENSITIVITY,5,824,611,95942
DIAZEPAM,DRUG HYPERSENSITIVITY,2,155,611,95942
DICLOFENAC,DRUG HYPERSENSITIVITY,6,182,611,95942
DIMETHYL FUMARATE,DRUG HYPERSENSITIVITY,5,1839,611,95942
DOCETAXEL,DRUG HYPERSENSITIVITY,1,265,611,95942
DOLUTEGRAVIR,DRUG HYPERSENSITIVITY,3,105,611,95942
DOXERCALCIFEROL,DRUG HYPERSENSITIVITY,1,21,611,95942
DOXORUBICIN,DRUG HYPERSENSITIVITY,1,215,611,95942
DOXYCYCLINE,DRUG HYPERSENSITIVITY,1,93,611,95942
EPOPROSTENOL,DRUG HYPERSENSITIVITY,2,483,611,95942
EPTIFIBATIDE,DRUG HYPERSENSITIVITY,1,3,611,95942
ESOMEPRAZOLE,DRUG HYPERSENSITIVITY,1,122,611,95942
ESTRADIOL,DRUG HYPERSENSITIVITY,1,74,611,95942
ETANERCEPT,DRUG HYPERSENSITIVITY,82,16012,611,95942
ETONOGESTREL,DRUG HYPERSENSITIVITY,2,886,611,95942
EXEMESTANE,DRUG HYPERSENSITIVITY,2,42,611,95942
EXENATIDE,DRUG HYPERSENSITIVITY,1,109,611,95942
FENOFIBRATE,DRUG HYPERSENSITIVITY,2,40,611,95942
FENTANYL,DRUG HYPERSENSITIVITY,1,282,611,95942
FERRIC CARBOXYMALTOSE,DRUG HYPERSENSITIVITY,1,52,611,95942
FILGRASTIM,DRUG HYPERSENSITIVITY,1,102,611,95942
FINGOLIMOD,DRUG HYPERSENSITIVITY,7,2302,611,95942
FLUDARABINE,DRUG HYPERSENSITIVITY,1,26,611,95942
FLUORESCEIN,DRUG HYPERSENSITIVITY,1,9,611,95942
FOSAMPRENAVIR,DRUG HYPERSENSITIVITY,1,4,611,95942
GABAPENTIN,DRUG HYPERSENSITIVITY,16,251,611,95942
GLATIRAMER,DRUG HYPERSENSITIVITY,7,460,611,95942
HALOPERIDOL,DRUG HYPERSENSITIVITY,1,133,611,95942
HYDROCORTISONE,DRUG HYPERSENSITIVITY,2,21,611,95942
HYDROMORPHONE,DRUG HYPERSENSITIVITY,2,30,611,95942
HYDROXYCHLOROQUINE,DRUG HYPERSENSITIVITY,4,53,611,95942
HYDROXYZINE,DRUG HYPERSENSITIVITY,4,21,611,95942
IBUPROFEN,DRUG HYPERSENSITIVITY,6,271,611,95942
IMMUNOGLOBULIN G,DRUG HYPERSENSITIVITY,1,206,611,95942
INDOMETHACIN,DRUG HYPERSENSITIVITY,1,13,611,95942
INFLIXIMAB,DRUG HYPERSENSITIVITY,11,1644,611,95942
INGENOL MEBUTATE,DRUG HYPERSENSITIVITY,1,22,611,95942
INSULIN LISPRO,DRUG HYPERSENSITIVITY,1,39,611,95942
INTERFERON BETA-1A,DRUG HYPERSENSITIVITY,3,1137,611,95942
INTERFERON BETA-1B,DRUG HYPERSENSITIVITY,6,432,611,95942
IODIXANOL,DRUG HYPERSENSITIVITY,1,137,611,95942
IOHEXOL,DRUG HYPERSENSITIVITY,2,346,611,95942
IOPAMIDOL,DRUG HYPERSENSITIVITY,2,44,611,95942
IRINOTECAN,DRUG HYPERSENSITIVITY,1,155,611,95942
IRON SUCROSE,DRUG HYPERSENSITIVITY,2,29,611,95942
KETOCONAZOLE,DRUG HYPERSENSITIVITY,1,10,611,95942
LACOSAMIDE,DRUG HYPERSENSITIVITY,1,144,611,95942
LACTASE,DRUG HYPERSENSITIVITY,1,1,611,95942
LAMOTRIGINE,DRUG HYPERSENSITIVITY,4,279,611,95942
LANREOTIDE,DRUG HYPERSENSITIVITY,2,135,611,95942
LEFLUNOMIDE,DRUG HYPERSENSITIVITY,2,84,611,95942
LENALIDOMIDE,DRUG HYPERSENSITIVITY,8,2170,611,95942
LEUPROLIDE,DRUG HYPERSENSITIVITY,1,207,611,95942
LEVOFLOXACIN,DRUG HYPERSENSITIVITY,4,137,611,95942
LEVOTHYROXINE,DRUG HYPERSENSITIVITY,1,87,611,95942
LISINOPRIL,DRUG HYPERSENSITIVITY,5,239,611,95942
LOSARTAN,DRUG HYPERSENSITIVITY,1,40,611,95942
MACITENTAN,DRUG HYPERSENSITIVITY,4,487,611,95942
MEROPENEM,DRUG HYPERSENSITIVITY,1,43,611,95942
MESALAMINE,DRUG HYPERSENSITIVITY,3,56,611,95942
METHOTREXATE,DRUG HYPERSENSITIVITY,18,395,611,95942
METHYLPREDNISOLONE,DRUG HYPERSENSITIVITY,3,141,611,95942
METRONIDAZOLE,DRUG HYPERSENSITIVITY,1,111,611,95942
MINOCYCLINE,DRUG HYPERSENSITIVITY,1,31,611,95942
MOMETASONE,DRUG HYPERSENSITIVITY,1,67,611,95942
MORPHINE,DRUG HYPERSENSITIVITY,4,155,611,95942
MOXIFLOXACIN,DRUG HYPERSENSITIVITY,3,45,611,95942
MYCOPHENOLATE MOFETIL,DRUG HYPERSENSITIVITY,6,165,611,95942
NALTREXONE,DRUG HYPERSENSITIVITY,1,21,611,95942
NAPROXEN,DRUG HYPERSENSITIVITY,9,135,611,95942
NATALIZUMAB,DRUG HYPERSENSITIVITY,3,2137,611,95942
NEVIRAPINE,DRUG HYPERSENSITIVITY,1,29,611,95942
NINTEDANIB,DRUG HYPERSENSITIVITY,1,27,611,95942
OBINUTUZUMAB,DRUG HYPERSENSITIVITY,1,182,611,95942
OCTREOTIDE,DRUG HYPERSENSITIVITY,7,596,611,95942
OLOPATADINE,DRUG HYPERSENSITIVITY,1,3,611,95942
OMALIZUMAB,DRUG HYPERSENSITIVITY,42,1121,611,95942
OSPEMIFENE,DRUG HYPERSENSITIVITY,1,81,611,95942
OXALIPLATIN,DRUG HYPERSENSITIVITY,2,230,611,95942
OXYBATE,DRUG HYPERSENSITIVITY,10,1582,611,95942
PACLITAXEL,DRUG HYPERSENSITIVITY,1,461,611,95942
PALONOSETRON,DRUG HYPERSENSITIVITY,1,14,611,95942
PAROXETINE,DRUG HYPERSENSITIVITY,1,94,611,95942
PD-1/PD-L1_MEL,DRUG HYPERSENSITIVITY,2,157,611,95942
PEGFILGRASTIM,DRUG HYPERSENSITIVITY,1,210,611,95942
PERFLUTREN,DRUG HYPERSENSITIVITY,1,24,611,95942
PHENYTOIN,DRUG HYPERSENSITIVITY,1,39,611,95942
PREDNISOLONE,DRUG HYPERSENSITIVITY,2,102,611,95942
PREDNISONE,DRUG HYPERSENSITIVITY,3,73,611,95942
PREGABALIN,DRUG HYPERSENSITIVITY,7,824,611,95942
PROGESTERONE,DRUG HYPERSENSITIVITY,1,9,611,95942
REGORAFENIB,DRUG HYPERSENSITIVITY,1,235,611,95942
RIFAXIMIN,DRUG HYPERSENSITIVITY,1,19,611,95942
RITUXIMAB,DRUG HYPERSENSITIVITY,12,755,611,95942
RIVAROXABAN,DRUG HYPERSENSITIVITY,3,959,611,95942
RIZATRIPTAN,DRUG HYPERSENSITIVITY,1,27,611,95942
ROCURONIUM,DRUG HYPERSENSITIVITY,1,52,611,95942
ROPINIROLE,DRUG HYPERSENSITIVITY,1,17,611,95942
SARILUMAB,DRUG HYPERSENSITIVITY,1,2,611,95942
SERTRALINE,DRUG HYPERSENSITIVITY,1,265,611,95942
SODIUM FERRIC GLUCONATE COMPLEX,DRUG HYPERSENSITIVITY,1,30,611,95942
SOFOSBUVIR,DRUG HYPERSENSITIVITY,3,693,611,95942
SOLRIAMFETOL,DRUG HYPERSENSITIVITY,1,2,611,95942
SPIRONOLACTONE,DRUG HYPERSENSITIVITY,2,29,611,95942
SUGAMMADEX,DRUG HYPERSENSITIVITY,1,17,611,95942
TEMSIROLIMUS,DRUG HYPERSENSITIVITY,1,26,611,95942
TERIPARATIDE,DRUG HYPERSENSITIVITY,1,61,611,95942
TOCILIZUMAB,DRUG HYPERSENSITIVITY,10,788,611,95942
TOFACITINIB,DRUG HYPERSENSITIVITY,6,667,611,95942
TRAMADOL,DRUG HYPERSENSITIVITY,4,200,611,95942
TRANDOLAPRIL,DRUG HYPERSENSITIVITY,1,8,611,95942
TRASTUZUMAB,DRUG HYPERSENSITIVITY,1,428,611,95942
USTEKINUMAB,DRUG HYPERSENSITIVITY,1,573,611,95942
VALSARTAN,DRUG HYPERSENSITIVITY,2,54,611,95942
VANCOMYCIN,DRUG HYPERSENSITIVITY,5,112,611,95942
VARENICLINE,DRUG HYPERSENSITIVITY,5,166,611,95942
VORICONAZOLE,DRUG HYPERSENSITIVITY,1,55,611,95942
ZICONOTIDE,DRUG HYPERSENSITIVITY,1,32,611,95942
17-ALPHA-HYDROXYPROGESTERONE,DYSPNOEA,3,73,4306,95942
ABATACEPT,DYSPNOEA,12,299,4306,95942
ABCIXIMAB,DYSPNOEA,1,10,4306,95942
ABIRATERONE,DYSPNOEA,1,82,4306,95942
ACETAMINOPHEN,DYSPNOEA,4,173,4306,95942
ACETYLCYSTEINE,DYSPNOEA,2,5,4306,95942
ACLIDINIUM,DYSPNOEA,1,18,4306,95942
ADALIMUMAB,DYSPNOEA,108,3991,4306,95942
ADENOSINE,DYSPNOEA,1,3,4306,95942
AFATINIB,DYSPNOEA,10,249,4306,95942
AFLIBERCEPT,DYSPNOEA,4,93,4306,95942
ALBUTEROL,DYSPNOEA,34,92,4306,95942
ALDESLEUKIN,DYSPNOEA,1,8,4306,95942
ALEMTUZUMAB,DYSPNOEA,8,135,4306,95942
ALFUZOSIN,DYSPNOEA,3,6,4306,95942
ALLOPURINOL,DYSPNOEA,5,29,4306,95942
ALPRAZOLAM,DYSPNOEA,4,187,4306,95942
ALTEPLASE,DYSPNOEA,2,51,4306,95942
AMBRISENTAN,DYSPNOEA,50,339,4306,95942
AMIODARONE,DYSPNOEA,4,57,4306,95942
AMITRIPTYLINE,DYSPNOEA,1,39,4306,95942
AMLODIPINE,DYSPNOEA,10,160,4306,95942
AMOXICILLIN,DYSPNOEA,22,251,4306,95942
AMPHOTERICIN B,DYSPNOEA,3,19,4306,95942
ANAKINRA,DYSPNOEA,2,10,4306,95942
APIXABAN,DYSPNOEA,3,65,4306,95942
APOMORPHINE,DYSPNOEA,1,11,4306,95942
APREMILAST,DYSPNOEA,9,1141,4306,95942
APREPITANT,DYSPNOEA,4,66,4306,95942
ARIPIPRAZOLE,DYSPNOEA,7,375,4306,95942
ASPIRIN,DYSPNOEA,4,294,4306,95942
ATENOLOL,DYSPNOEA,3,72,4306,95942
ATORVASTATIN,DYSPNOEA,2,239,4306,95942
AXITINIB,DYSPNOEA,9,132,4306,95942
AZACITIDINE,DYSPNOEA,2,108,4306,95942
AZITHROMYCIN,DYSPNOEA,5,86,4306,95942
BACLOFEN,DYSPNOEA,15,309,4306,95942
BASILIXIMAB,DYSPNOEA,4,17,4306,95942
BECLOMETHASONE,DYSPNOEA,1,7,4306,95942
BEDAQUILINE,DYSPNOEA,1,8,4306,95942
BELATACEPT,DYSPNOEA,1,43,4306,95942
BELIMUMAB,DYSPNOEA,11,219,4306,95942
BENAZEPRIL,DYSPNOEA,1,16,4306,95942
BENDAMUSTINE,DYSPNOEA,3,112,4306,95942
BENZONATATE,DYSPNOEA,1,3,4306,95942
BEVACIZUMAB,DYSPNOEA,40,700,4306,95942
BIMATOPROST,DYSPNOEA,1,46,4306,95942
BLEOMYCIN,DYSPNOEA,1,8,4306,95942
BOCEPREVIR,DYSPNOEA,3,69,4306,95942
BORTEZOMIB,DYSPNOEA,1,109,4306,95942
BOSENTAN,DYSPNOEA,142,753,4306,95942
BOSUTINIB,DYSPNOEA,7,94,4306,95942
BOTULINUM TOXIN TYPE A,DYSPNOEA,32,337,4306,95942
BRENTUXIMAB VEDOTIN,DYSPNOEA,12,121,4306,95942
BROMOCRIPTINE,DYSPNOEA,1,4,4306,95942
BUDESONIDE,DYSPNOEA,7,30,4306,95942
BUPRENORPHINE,DYSPNOEA,6,199,4306,95942
C1 ESTERASE INHIBITOR,DYSPNOEA,1,8,4306,95942
CABAZITAXEL,DYSPNOEA,4,47,4306,95942
CABERGOLINE,DYSPNOEA,1,18,4306,95942
CABOZANTINIB,DYSPNOEA,5,86,4306,95942
CANAGLIFLOZIN,DYSPNOEA,3,225,4306,95942
CANDESARTAN,DYSPNOEA,1,28,4306,95942
CAPECITABINE,DYSPNOEA,7,205,4306,95942
CARBAMAZEPINE,DYSPNOEA,2,164,4306,95942
CARBOPLATIN,DYSPNOEA,28,174,4306,95942
CARFILZOMIB,DYSPNOEA,16,248,4306,95942
CARVEDILOL,DYSPNOEA,2,16,4306,95942
CEFAZOLIN,DYSPNOEA,2,14,4306,95942
CEFTRIAXONE,DYSPNOEA,3,89,4306,95942
CEFUROXIME,DYSPNOEA,9,53,4306,95942
CELECOXIB,DYSPNOEA,1,114,4306,95942
CERITINIB,DYSPNOEA,19,125,4306,95942
CERTOLIZUMAB PEGOL,DYSPNOEA,15,1394,4306,95942
CETIRIZINE,DYSPNOEA,1,56,4306,95942
CETUXIMAB,DYSPNOEA,3,44,4306,95942
CHORIONIC GONADOTROPIN,DYSPNOEA,1,15,4306,95942
CINACALCET,DYSPNOEA,4,74,4306,95942
CIPROFLOXACIN,DYSPNOEA,1,159,4306,95942
CISPLATIN,DYSPNOEA,9,117,4306,95942
CITALOPRAM,DYSPNOEA,1,258,4306,95942
CLARITHROMYCIN,DYSPNOEA,14,193,4306,95942
CLINDAMYCIN,DYSPNOEA,4,57,4306,95942
CLONAZEPAM,DYSPNOEA,2,113,4306,95942
CLOPIDOGREL,DYSPNOEA,9,115,4306,95942
CLOZAPINE,DYSPNOEA,37,878,4306,95942
CORTICOTROPIN,DYSPNOEA,6,48,4306,95942
COSYNTROPIN,DYSPNOEA,1,2,4306,95942
CRIZOTINIB,DYSPNOEA,5,247,4306,95942
CTLA-4_MEL,DYSPNOEA,10,131,4306,95942
CYCLOPHOSPHAMIDE,DYSPNOEA,3,95,4306,95942
CYCLOSPORINE,DYSPNOEA,7,157,4306,95942
CYTARABINE,DYSPNOEA,2,130,4306,95942
Combined_MEL,DYSPNOEA,1,126,4306,95942
Combined_Other,DYSPNOEA,1,36,4306,95942
DABIGATRAN,DYSPNOEA,1,16,4306,95942
DABIGATRAN ETEXILATE,DYSPNOEA,5,264,4306,95942
DABRAFENIB,DYSPNOEA,3,217,4306,95942
DACARBAZINE,DYSPNOEA,1,9,4306,95942
DACLATASVIR,DYSPNOEA,2,80,4306,95942
DACLIZUMAB,DYSPNOEA,1,4,4306,95942
DALBAVANCIN,DYSPNOEA,5,12,4306,95942
DALFAMPRIDINE,DYSPNOEA,4,304,4306,95942
DALTEPARIN,DYSPNOEA,1,20,4306,95942
DAPAGLIFLOZIN,DYSPNOEA,3,88,4306,95942
DAPSONE,DYSPNOEA,2,7,4306,95942
DAPTOMYCIN,DYSPNOEA,2,18,4306,95942
DARBEPOETIN ALFA,DYSPNOEA,4,78,4306,95942
DARUNAVIR,DYSPNOEA,6,101,4306,95942
DASATINIB,DYSPNOEA,10,156,4306,95942
DECITABINE,DYSPNOEA,1,3,4306,95942
DEFERASIROX,DYSPNOEA,3,112,4306,95942
DENOSUMAB,DYSPNOEA,14,824,4306,95942
DESLORATADINE,DYSPNOEA,4,14,4306,95942
DESMOPRESSIN,DYSPNOEA,2,6,4306,95942
DESVENLAFAXINE,DYSPNOEA,1,51,4306,95942
DEXAMETHASONE,DYSPNOEA,1,105,4306,95942
DIAZEPAM,DYSPNOEA,2,155,4306,95942
DICLOFENAC,DYSPNOEA,13,182,4306,95942
DIGOXIN,DYSPNOEA,1,4,4306,95942
DILTIAZEM,DYSPNOEA,3,34,4306,95942
DIMETHYL FUMARATE,DYSPNOEA,52,1839,4306,95942
DIPHENHYDRAMINE,DYSPNOEA,1,26,4306,95942
DIPYRIDAMOLE,DYSPNOEA,1,4,4306,95942
DIPYRONE,DYSPNOEA,1,2,4306,95942
DOCETAXEL,DYSPNOEA,17,265,4306,95942
DOFETILIDE,DYSPNOEA,5,27,4306,95942
DOLUTEGRAVIR,DYSPNOEA,5,105,4306,95942
DOTATATE,DYSPNOEA,1,2,4306,95942
DOXERCALCIFEROL,DYSPNOEA,6,21,4306,95942
DOXORUBICIN,DYSPNOEA,19,215,4306,95942
DOXYCYCLINE,DYSPNOEA,2,93,4306,95942
DRONEDARONE,DYSPNOEA,1,10,4306,95942
DULOXETINE,DYSPNOEA,15,188,4306,95942
DUPILUMAB,DYSPNOEA,1,2,4306,95942
ECULIZUMAB,DYSPNOEA,10,141,4306,95942
EFAVIRENZ,DYSPNOEA,1,28,4306,95942
ELOTUZUMAB,DYSPNOEA,1,3,4306,95942
ELTROMBOPAG,DYSPNOEA,4,80,4306,95942
ENALAPRIL,DYSPNOEA,2,19,4306,95942
ENOXAPARIN,DYSPNOEA,3,105,4306,95942
ENTECAVIR,DYSPNOEA,1,52,4306,95942
ENZALUTAMIDE,DYSPNOEA,2,122,4306,95942
EPINEPHRINE,DYSPNOEA,2,13,4306,95942
EPIRUBICIN,DYSPNOEA,1,56,4306,95942
EPOPROSTENOL,DYSPNOEA,135,483,4306,95942
ERENUMAB,DYSPNOEA,1,4,4306,95942
ERIBULIN,DYSPNOEA,10,114,4306,95942
ERLOTINIB,DYSPNOEA,2,65,4306,95942
