Drug,Reac,a,drug_num,reac_num,n
CYCLOPHOSPHAMIDE,SKIN LESION,1,65,163,64663
CYCLOSPORINE,SKIN LESION,4,106,163,64663
CYTARABINE,SKIN LESION,1,110,163,64663
DABRAFENIB,SKIN LESION,1,176,163,64663
DACLATASVIR,SKIN LESION,1,67,163,64663
DEXAMETHASONE,SKIN LESION,3,118,163,64663
DIMETHYL FUMARATE,SKIN LESION,2,415,163,64663
DOXYCYCLINE,SKIN LESION,1,62,163,64663
ENZALUTAMIDE,SKIN LESION,1,847,163,64663
ERTAPENEM,SKIN LESION,1,39,163,64663
ETANERCEPT,SKIN LESION,17,4823,163,64663
ETOPOSIDE,SKIN LESION,2,45,163,64663
EVEROLIMUS,SKIN LESION,1,303,163,64663
FINGOLIMOD,SKIN LESION,4,631,163,64663
FUROSEMIDE,SKIN LESION,1,183,163,64663
GABAPENTIN,SKIN LESION,1,173,163,64663
GLYCOPYRRONIUM,SKIN LESION,1,15,163,64663
IBRUTINIB,SKIN LESION,2,600,163,64663
IBUPROFEN,SKIN LESION,1,226,163,64663
IMATINIB,SKIN LESION,2,161,163,64663
INFLIXIMAB,SKIN LESION,3,838,163,64663
INGENOL MEBUTATE,SKIN LESION,2,19,163,64663
IODIXANOL,SKIN LESION,1,105,163,64663
IOHEXOL,SKIN LESION,1,199,163,64663
IRINOTECAN,SKIN LESION,1,172,163,64663
LAMOTRIGINE,SKIN LESION,1,127,163,64663
LENALIDOMIDE,SKIN LESION,6,3664,163,64663
METHOTREXATE,SKIN LESION,3,214,163,64663
NILOTINIB,SKIN LESION,8,409,163,64663
OCTREOTIDE,SKIN LESION,6,473,163,64663
OMALIZUMAB,SKIN LESION,11,423,163,64663
OMEPRAZOLE,SKIN LESION,1,75,163,64663
OXALIPLATIN,SKIN LESION,1,217,163,64663
OXYCODONE,SKIN LESION,1,226,163,64663
PACLITAXEL,SKIN LESION,2,268,163,64663
PARICALCITOL,SKIN LESION,1,54,163,64663
PAZOPANIB,SKIN LESION,1,280,163,64663
PONATINIB,SKIN LESION,2,89,163,64663
PREDNISONE,SKIN LESION,3,85,163,64663
PREGABALIN,SKIN LESION,1,435,163,64663
REGORAFENIB,SKIN LESION,1,268,163,64663
RIBAVIRIN,SKIN LESION,1,330,163,64663
SOFOSBUVIR,SKIN LESION,2,517,163,64663
SORAFENIB,SKIN LESION,2,350,163,64663
SUNITINIB,SKIN LESION,9,478,163,64663
TELAPREVIR,SKIN LESION,3,198,163,64663
TERBINAFINE,SKIN LESION,1,51,163,64663
THALIDOMIDE,SKIN LESION,3,207,163,64663
TICAGRELOR,SKIN LESION,1,405,163,64663
TOCILIZUMAB,SKIN LESION,3,311,163,64663
TOFACITINIB,SKIN LESION,1,192,163,64663
TOPIRAMATE,SKIN LESION,1,24,163,64663
VEMURAFENIB,SKIN LESION,1,168,163,64663
VORTIOXETINE,SKIN LESION,1,33,163,64663
ABATACEPT,SKIN ULCER,3,122,173,64663
ABIRATERONE,SKIN ULCER,2,531,173,64663
ACITRETIN,SKIN ULCER,1,16,173,64663
ADALIMUMAB,SKIN ULCER,8,1836,173,64663
ALEMTUZUMAB,SKIN ULCER,2,74,173,64663
AXITINIB,SKIN ULCER,1,221,173,64663
AZACITIDINE,SKIN ULCER,3,227,173,64663
BELIMUMAB,SKIN ULCER,1,16,173,64663
BEVACIZUMAB,SKIN ULCER,1,542,173,64663
BUPRENORPHINE,SKIN ULCER,1,112,173,64663
CABOZANTINIB,SKIN ULCER,2,149,173,64663
CANAGLIFLOZIN,SKIN ULCER,2,169,173,64663
CAPECITABINE,SKIN ULCER,2,172,173,64663
CARBOPLATIN,SKIN ULCER,1,123,173,64663
CARFILZOMIB,SKIN ULCER,3,336,173,64663
DABIGATRAN,SKIN ULCER,2,76,173,64663
DAPAGLIFLOZIN,SKIN ULCER,1,80,173,64663
DARUNAVIR,SKIN ULCER,1,69,173,64663
DENOSUMAB,SKIN ULCER,1,578,173,64663
DICLOFENAC,SKIN ULCER,3,127,173,64663
DOCETAXEL,SKIN ULCER,1,130,173,64663
ENZALUTAMIDE,SKIN ULCER,1,847,173,64663
ERLOTINIB,SKIN ULCER,1,84,173,64663
ESOMEPRAZOLE,SKIN ULCER,1,141,173,64663
ETANERCEPT,SKIN ULCER,14,4823,173,64663
ETHIODIZED OIL,SKIN ULCER,1,6,173,64663
FEBUXOSTAT,SKIN ULCER,1,94,173,64663
FLUOROURACIL,SKIN ULCER,2,199,173,64663
FOSPHENYTOIN,SKIN ULCER,1,15,173,64663
GLATIRAMER,SKIN ULCER,1,104,173,64663
HEPARIN,SKIN ULCER,1,63,173,64663
HYDROXYUREA,SKIN ULCER,2,13,173,64663
IBRUTINIB,SKIN ULCER,5,600,173,64663
IDELALISIB,SKIN ULCER,1,116,173,64663
IMATINIB,SKIN ULCER,6,161,173,64663
IMIQUIMOD,SKIN ULCER,2,18,173,64663
KETOCONAZOLE,SKIN ULCER,1,8,173,64663
LEFLUNOMIDE,SKIN ULCER,1,31,173,64663
LENALIDOMIDE,SKIN ULCER,3,3664,173,64663
LEUPROLIDE,SKIN ULCER,2,252,173,64663
LEVETIRACETAM,SKIN ULCER,1,208,173,64663
LINAGLIPTIN,SKIN ULCER,2,245,173,64663
METHOTREXATE,SKIN ULCER,1,214,173,64663
MYCOPHENOLATE MOFETIL,SKIN ULCER,1,103,173,64663
NATALIZUMAB,SKIN ULCER,1,573,173,64663
NILOTINIB,SKIN ULCER,4,409,173,64663
PACLITAXEL,SKIN ULCER,2,268,173,64663
PANITUMUMAB,SKIN ULCER,2,175,173,64663
PEGINTERFERON ALFA-2A,SKIN ULCER,3,236,173,64663
PEGVISOMANT,SKIN ULCER,5,21,173,64663
PREGABALIN,SKIN ULCER,1,435,173,64663
RANIBIZUMAB,SKIN ULCER,3,316,173,64663
RANOLAZINE,SKIN ULCER,1,36,173,64663
REGORAFENIB,SKIN ULCER,1,268,173,64663
RIBAVIRIN,SKIN ULCER,2,330,173,64663
RIOCIGUAT,SKIN ULCER,1,37,173,64663
RISPERIDONE,SKIN ULCER,1,370,173,64663
RITUXIMAB,SKIN ULCER,6,531,173,64663
RIVAROXABAN,SKIN ULCER,6,1921,173,64663
RIVASTIGMINE,SKIN ULCER,1,61,173,64663
SILDENAFIL,SKIN ULCER,1,163,173,64663
SIMEPREVIR,SKIN ULCER,1,746,173,64663
SITAGLIPTIN,SKIN ULCER,1,125,173,64663
SOFOSBUVIR,SKIN ULCER,1,517,173,64663
SORAFENIB,SKIN ULCER,3,350,173,64663
TACROLIMUS,SKIN ULCER,2,236,173,64663
TELAPREVIR,SKIN ULCER,1,198,173,64663
THALIDOMIDE,SKIN ULCER,1,207,173,64663
TOCILIZUMAB,SKIN ULCER,20,311,173,64663
TOFACITINIB,SKIN ULCER,1,192,173,64663
VANCOMYCIN,SKIN ULCER,1,112,173,64663
VEMURAFENIB,SKIN ULCER,4,168,173,64663
WARFARIN,SKIN ULCER,1,364,173,64663
ZOLEDRONIC ACID,SKIN ULCER,1,244,173,64663
ABATACEPT,SOFT TISSUE INJURY,1,122,10,64663
OCTREOTIDE,SOFT TISSUE INJURY,7,473,10,64663
OXALIPLATIN,SOFT TISSUE INJURY,1,217,10,64663
RANIBIZUMAB,SOFT TISSUE INJURY,1,316,10,64663
ABATACEPT,SOLAR DERMATITIS,1,122,7,64663
BISOPROLOL,SOLAR DERMATITIS,3,66,7,64663
CLINDAMYCIN,SOLAR DERMATITIS,1,49,7,64663
SIMEPREVIR,SOLAR DERMATITIS,2,746,7,64663
ABATACEPT,SOMNOLENCE,1,122,689,64663
ABIRATERONE,SOMNOLENCE,2,531,689,64663
ACYCLOVIR,SOMNOLENCE,2,43,689,64663
ADALIMUMAB,SOMNOLENCE,8,1836,689,64663
ALPRAZOLAM,SOMNOLENCE,5,80,689,64663
AMIODARONE,SOMNOLENCE,1,182,689,64663
AMLODIPINE,SOMNOLENCE,1,213,689,64663
AMOXICILLIN,SOMNOLENCE,4,161,689,64663
APREMILAST,SOMNOLENCE,6,502,689,64663
ARIPIPRAZOLE,SOMNOLENCE,13,189,689,64663
ATENOLOL,SOMNOLENCE,2,92,689,64663
ATOMOXETINE,SOMNOLENCE,1,4,689,64663
ATORVASTATIN,SOMNOLENCE,3,289,689,64663
AXITINIB,SOMNOLENCE,3,221,689,64663
AZACITIDINE,SOMNOLENCE,1,227,689,64663
AZATHIOPRINE,SOMNOLENCE,1,18,689,64663
BACLOFEN,SOMNOLENCE,9,233,689,64663
BELATACEPT,SOMNOLENCE,1,41,689,64663
BENDAMUSTINE,SOMNOLENCE,1,223,689,64663
BEVACIZUMAB,SOMNOLENCE,4,542,689,64663
BICALUTAMIDE,SOMNOLENCE,2,44,689,64663
BOSENTAN,SOMNOLENCE,2,369,689,64663
BOTULINUM TOXIN TYPE A,SOMNOLENCE,1,53,689,64663
BRIMONIDINE,SOMNOLENCE,1,28,689,64663
BROMAZEPAM,SOMNOLENCE,1,4,689,64663
BUPRENORPHINE,SOMNOLENCE,4,112,689,64663
CABAZITAXEL,SOMNOLENCE,1,113,689,64663
CABOZANTINIB,SOMNOLENCE,3,149,689,64663
CARBAMAZEPINE,SOMNOLENCE,3,115,689,64663
CARBOPLATIN,SOMNOLENCE,2,123,689,64663
CARFILZOMIB,SOMNOLENCE,4,336,689,64663
CEFIXIME,SOMNOLENCE,1,2,689,64663
CEFTAROLINE FOSAMIL,SOMNOLENCE,1,13,689,64663
CEFUROXIME,SOMNOLENCE,1,49,689,64663
CERTOLIZUMAB PEGOL,SOMNOLENCE,1,493,689,64663
CHLORPROMAZINE,SOMNOLENCE,1,3,689,64663
CINACALCET,SOMNOLENCE,1,74,689,64663
CIPROFLOXACIN,SOMNOLENCE,1,134,689,64663
CITALOPRAM,SOMNOLENCE,1,93,689,64663
CLARITHROMYCIN,SOMNOLENCE,1,139,689,64663
CLOBAZAM,SOMNOLENCE,2,18,689,64663
CLONAZEPAM,SOMNOLENCE,6,72,689,64663
CLOPIDOGREL,SOMNOLENCE,4,311,689,64663
CLOZAPINE,SOMNOLENCE,12,655,689,64663
CTLA-4_MEL,SOMNOLENCE,1,185,689,64663
CYCLOSPORINE,SOMNOLENCE,1,106,689,64663
DABIGATRAN ETEXILATE,SOMNOLENCE,3,972,689,64663
DABRAFENIB,SOMNOLENCE,1,176,689,64663
DAPAGLIFLOZIN,SOMNOLENCE,1,80,689,64663
DARUNAVIR,SOMNOLENCE,4,69,689,64663
DENOSUMAB,SOMNOLENCE,3,578,689,64663
DESLORATADINE,SOMNOLENCE,1,8,689,64663
DESVENLAFAXINE,SOMNOLENCE,2,20,689,64663
DEXMEDETOMIDINE,SOMNOLENCE,1,21,689,64663
DIAZEPAM,SOMNOLENCE,12,92,689,64663
DICLOFENAC,SOMNOLENCE,1,127,689,64663
DIMETHYL FUMARATE,SOMNOLENCE,5,415,689,64663
DIPHENHYDRAMINE,SOMNOLENCE,1,10,689,64663
DOLUTEGRAVIR,SOMNOLENCE,1,84,689,64663
DONEPEZIL,SOMNOLENCE,1,83,689,64663
DOXYCYCLINE,SOMNOLENCE,4,62,689,64663
DROXIDOPA,SOMNOLENCE,1,36,689,64663
DULOXETINE,SOMNOLENCE,1,53,689,64663
ECULIZUMAB,SOMNOLENCE,4,82,689,64663
EFAVIRENZ,SOMNOLENCE,1,12,689,64663
ELTROMBOPAG,SOMNOLENCE,1,73,689,64663
ENOXAPARIN,SOMNOLENCE,2,154,689,64663
ENZALUTAMIDE,SOMNOLENCE,23,847,689,64663
EPOETIN ALFA,SOMNOLENCE,1,61,689,64663
ESCITALOPRAM,SOMNOLENCE,4,91,689,64663
ESOMEPRAZOLE,SOMNOLENCE,2,141,689,64663
ETANERCEPT,SOMNOLENCE,32,4823,689,64663
FEBUXOSTAT,SOMNOLENCE,1,94,689,64663
FENOFIBRATE,SOMNOLENCE,1,40,689,64663
FENTANYL,SOMNOLENCE,23,227,689,64663
FESOTERODINE,SOMNOLENCE,3,14,689,64663
FINASTERIDE,SOMNOLENCE,1,57,689,64663
FINGOLIMOD,SOMNOLENCE,6,631,689,64663
FLUOXETINE,SOMNOLENCE,4,44,689,64663
GABAPENTIN,SOMNOLENCE,8,173,689,64663
GADOBUTROL,SOMNOLENCE,1,50,689,64663
GLATIRAMER,SOMNOLENCE,2,104,689,64663
GLYCOPYRRONIUM,SOMNOLENCE,2,15,689,64663
GOLIMUMAB,SOMNOLENCE,1,256,689,64663
HALOPERIDOL,SOMNOLENCE,9,114,689,64663
HYDROMORPHONE,SOMNOLENCE,5,26,689,64663
IBRUTINIB,SOMNOLENCE,3,600,689,64663
IBUPROFEN,SOMNOLENCE,4,226,689,64663
IFOSFAMIDE,SOMNOLENCE,1,17,689,64663
ILOPROST,SOMNOLENCE,1,79,689,64663
IMMUNOGLOBULIN G,SOMNOLENCE,1,87,689,64663
INFLIXIMAB,SOMNOLENCE,1,838,689,64663
ISOTRETINOIN,SOMNOLENCE,3,77,689,64663
KETOPROFEN,SOMNOLENCE,1,8,689,64663
LACOSAMIDE,SOMNOLENCE,1,77,689,64663
LAMIVUDINE,SOMNOLENCE,1,47,689,64663
LAMOTRIGINE,SOMNOLENCE,11,127,689,64663
LEFLUNOMIDE,SOMNOLENCE,3,31,689,64663
LENALIDOMIDE,SOMNOLENCE,12,3664,689,64663
LEUPROLIDE,SOMNOLENCE,3,252,689,64663
LEVETIRACETAM,SOMNOLENCE,6,208,689,64663
LEVOCETIRIZINE,SOMNOLENCE,1,15,689,64663
LEVOTHYROXINE,SOMNOLENCE,1,20,689,64663
LIDOCAINE,SOMNOLENCE,1,30,689,64663
LINAGLIPTIN,SOMNOLENCE,1,245,689,64663
LINEZOLID,SOMNOLENCE,1,67,689,64663
LISDEXAMFETAMINE,SOMNOLENCE,3,37,689,64663
LORATADINE,SOMNOLENCE,2,33,689,64663
LORAZEPAM,SOMNOLENCE,3,61,689,64663
MACITENTAN,SOMNOLENCE,1,245,689,64663
MEPERIDINE,SOMNOLENCE,1,9,689,64663
METFORMIN,SOMNOLENCE,1,280,689,64663
METHADONE,SOMNOLENCE,2,17,689,64663
METHOTREXATE,SOMNOLENCE,1,214,689,64663
METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,SOMNOLENCE,1,94,689,64663
METHYLPHENIDATE,SOMNOLENCE,2,38,689,64663
METHYLPREDNISOLONE,SOMNOLENCE,1,114,689,64663
METRONIDAZOLE,SOMNOLENCE,2,58,689,64663
MIRTAZAPINE,SOMNOLENCE,7,103,689,64663
MORPHINE,SOMNOLENCE,12,132,689,64663
MYCOPHENOLIC ACID,SOMNOLENCE,2,75,689,64663
NAPROXEN,SOMNOLENCE,1,123,689,64663
NATALIZUMAB,SOMNOLENCE,3,573,689,64663
OCTREOTIDE,SOMNOLENCE,15,473,689,64663
OLANZAPINE,SOMNOLENCE,30,172,689,64663
OMALIZUMAB,SOMNOLENCE,5,423,689,64663
OMEPRAZOLE,SOMNOLENCE,2,75,689,64663
OXCARBAZEPINE,SOMNOLENCE,1,24,689,64663
OXYBATE,SOMNOLENCE,35,446,689,64663
OXYCODONE,SOMNOLENCE,16,226,689,64663
PACLITAXEL,SOMNOLENCE,2,268,689,64663
PALIPERIDONE,SOMNOLENCE,5,226,689,64663
PAZOPANIB,SOMNOLENCE,1,280,689,64663
PEGVISOMANT,SOMNOLENCE,5,21,689,64663
PERAMPANEL,SOMNOLENCE,3,38,689,64663
PHENYTOIN,SOMNOLENCE,3,32,689,64663
PIMAVANSERIN,SOMNOLENCE,2,3,689,64663
PIRFENIDONE,SOMNOLENCE,3,116,689,64663
POMALIDOMIDE,SOMNOLENCE,6,799,689,64663
PONATINIB,SOMNOLENCE,3,89,689,64663
PREDNISONE,SOMNOLENCE,1,85,689,64663
PREGABALIN,SOMNOLENCE,16,435,689,64663
QUETIAPINE,SOMNOLENCE,9,207,689,64663
RABEPRAZOLE,SOMNOLENCE,2,26,689,64663
RAMIPRIL,SOMNOLENCE,1,203,689,64663
REGORAFENIB,SOMNOLENCE,2,268,689,64663
REPAGLINIDE,SOMNOLENCE,1,45,689,64663
RIBAVIRIN,SOMNOLENCE,3,330,689,64663
RIOCIGUAT,SOMNOLENCE,2,37,689,64663
RISPERIDONE,SOMNOLENCE,11,370,689,64663
RITONAVIR,SOMNOLENCE,1,93,689,64663
RITUXIMAB,SOMNOLENCE,1,531,689,64663
RIVAROXABAN,SOMNOLENCE,6,1921,689,64663
RIVASTIGMINE,SOMNOLENCE,4,61,689,64663
ROPINIROLE,SOMNOLENCE,2,20,689,64663
ROSUVASTATIN,SOMNOLENCE,1,98,689,64663
ROTIGOTINE,SOMNOLENCE,1,74,689,64663
RUXOLITINIB,SOMNOLENCE,4,439,689,64663
SCOPOLAMINE,SOMNOLENCE,1,6,689,64663
SIMEPREVIR,SOMNOLENCE,1,746,689,64663
SIMVASTATIN,SOMNOLENCE,2,225,689,64663
SIPULEUCEL-T,SOMNOLENCE,3,213,689,64663
SOFOSBUVIR,SOMNOLENCE,2,517,689,64663
SOLIFENACIN,SOMNOLENCE,1,24,689,64663
SORAFENIB,SOMNOLENCE,5,350,689,64663
SUMATRIPTAN,SOMNOLENCE,1,35,689,64663
SUNITINIB,SOMNOLENCE,3,478,689,64663
SUVOREXANT,SOMNOLENCE,1,4,689,64663
TADALAFIL,SOMNOLENCE,1,30,689,64663
TAPENTADOL,SOMNOLENCE,2,44,689,64663
TASIMELTEON,SOMNOLENCE,1,18,689,64663
TEMSIROLIMUS,SOMNOLENCE,4,40,689,64663
TENOFOVIR DISOPROXIL,SOMNOLENCE,1,63,689,64663
TERIPARATIDE,SOMNOLENCE,1,20,689,64663
THALIDOMIDE,SOMNOLENCE,4,207,689,64663
TIOTROPIUM,SOMNOLENCE,1,222,689,64663
TOCILIZUMAB,SOMNOLENCE,4,311,689,64663
TOFACITINIB,SOMNOLENCE,2,192,689,64663
TORSEMIDE,SOMNOLENCE,1,21,689,64663
TRAMADOL,SOMNOLENCE,2,136,689,64663
TRAMETINIB,SOMNOLENCE,1,75,689,64663
TRAZODONE,SOMNOLENCE,1,30,689,64663
TREPROSTINIL,SOMNOLENCE,2,171,689,64663
TRIAZOLAM,SOMNOLENCE,2,8,689,64663
TROPICAMIDE,SOMNOLENCE,1,4,689,64663
VALGANCICLOVIR,SOMNOLENCE,1,23,689,64663
VARENICLINE,SOMNOLENCE,5,95,689,64663
VEMURAFENIB,SOMNOLENCE,1,168,689,64663
VENLAFAXINE,SOMNOLENCE,2,91,689,64663
VIGABATRIN,SOMNOLENCE,2,53,689,64663
VORICONAZOLE,SOMNOLENCE,1,74,689,64663
ZICONOTIDE,SOMNOLENCE,2,30,689,64663
ZOLEDRONIC ACID,SOMNOLENCE,3,244,689,64663
ZOLPIDEM,SOMNOLENCE,6,75,689,64663
ABATACEPT,SPUTUM DISCOLOURED,1,122,75,64663
ADALIMUMAB,SPUTUM DISCOLOURED,4,1836,75,64663
ALBUTEROL,SPUTUM DISCOLOURED,3,60,75,64663
AMLODIPINE,SPUTUM DISCOLOURED,1,213,75,64663
BASILIXIMAB,SPUTUM DISCOLOURED,2,19,75,64663
BIVALIRUDIN,SPUTUM DISCOLOURED,1,14,75,64663
BOSENTAN,SPUTUM DISCOLOURED,1,369,75,64663
BOSUTINIB,SPUTUM DISCOLOURED,2,85,75,64663
CLOZAPINE,SPUTUM DISCOLOURED,1,655,75,64663
EPOPROSTENOL,SPUTUM DISCOLOURED,3,156,75,64663
ETANERCEPT,SPUTUM DISCOLOURED,9,4823,75,64663
FINGOLIMOD,SPUTUM DISCOLOURED,3,631,75,64663
OCTREOTIDE,SPUTUM DISCOLOURED,1,473,75,64663
OMALIZUMAB,SPUTUM DISCOLOURED,24,423,75,64663
PEGINTERFERON ALFA-2A,SPUTUM DISCOLOURED,4,236,75,64663
PIRFENIDONE,SPUTUM DISCOLOURED,6,116,75,64663
ROFLUMILAST,SPUTUM DISCOLOURED,1,67,75,64663
SOFOSBUVIR,SPUTUM DISCOLOURED,1,517,75,64663
SORAFENIB,SPUTUM DISCOLOURED,1,350,75,64663
TIOTROPIUM,SPUTUM DISCOLOURED,2,222,75,64663
TOCILIZUMAB,SPUTUM DISCOLOURED,3,311,75,64663
TREPROSTINIL,SPUTUM DISCOLOURED,1,171,75,64663
ABATACEPT,STAPHYLOCOCCAL INFECTION,1,122,212,64663
ADALIMUMAB,STAPHYLOCOCCAL INFECTION,14,1836,212,64663
AFLIBERCEPT,STAPHYLOCOCCAL INFECTION,2,155,212,64663
APREMILAST,STAPHYLOCOCCAL INFECTION,2,502,212,64663
BASILIXIMAB,STAPHYLOCOCCAL INFECTION,1,19,212,64663
BELATACEPT,STAPHYLOCOCCAL INFECTION,1,41,212,64663
BIMATOPROST,STAPHYLOCOCCAL INFECTION,2,13,212,64663
BOSENTAN,STAPHYLOCOCCAL INFECTION,1,369,212,64663
CALCIUM ACETATE,STAPHYLOCOCCAL INFECTION,1,4,212,64663
CARFILZOMIB,STAPHYLOCOCCAL INFECTION,2,336,212,64663
CASPOFUNGIN,STAPHYLOCOCCAL INFECTION,1,48,212,64663
CEFTAROLINE FOSAMIL,STAPHYLOCOCCAL INFECTION,1,13,212,64663
CERITINIB,STAPHYLOCOCCAL INFECTION,1,69,212,64663
CERTOLIZUMAB PEGOL,STAPHYLOCOCCAL INFECTION,7,493,212,64663
CLOFARABINE,STAPHYLOCOCCAL INFECTION,2,20,212,64663
CLOPIDOGREL,STAPHYLOCOCCAL INFECTION,2,311,212,64663
CLOZAPINE,STAPHYLOCOCCAL INFECTION,2,655,212,64663
CTLA-4_MEL,STAPHYLOCOCCAL INFECTION,1,185,212,64663
CYCLOSPORINE,STAPHYLOCOCCAL INFECTION,3,106,212,64663
DEGARELIX,STAPHYLOCOCCAL INFECTION,1,107,212,64663
DICLOFENAC,STAPHYLOCOCCAL INFECTION,2,127,212,64663
DIMETHYL FUMARATE,STAPHYLOCOCCAL INFECTION,2,415,212,64663
ELTROMBOPAG,STAPHYLOCOCCAL INFECTION,1,73,212,64663
ENZALUTAMIDE,STAPHYLOCOCCAL INFECTION,1,847,212,64663
EPOPROSTENOL,STAPHYLOCOCCAL INFECTION,11,156,212,64663
ERTAPENEM,STAPHYLOCOCCAL INFECTION,1,39,212,64663
ESOMEPRAZOLE,STAPHYLOCOCCAL INFECTION,2,141,212,64663
ETANERCEPT,STAPHYLOCOCCAL INFECTION,22,4823,212,64663
FINGOLIMOD,STAPHYLOCOCCAL INFECTION,2,631,212,64663
FLUCONAZOLE,STAPHYLOCOCCAL INFECTION,1,42,212,64663
FLUOROURACIL,STAPHYLOCOCCAL INFECTION,1,199,212,64663
GOLIMUMAB,STAPHYLOCOCCAL INFECTION,3,256,212,64663
HYDROXYCHLOROQUINE,STAPHYLOCOCCAL INFECTION,1,14,212,64663
IBRUTINIB,STAPHYLOCOCCAL INFECTION,3,600,212,64663
IMATINIB,STAPHYLOCOCCAL INFECTION,1,161,212,64663
INTERFERON ALFA-2A,STAPHYLOCOCCAL INFECTION,1,7,212,64663
IRINOTECAN,STAPHYLOCOCCAL INFECTION,2,172,212,64663
KETOCONAZOLE,STAPHYLOCOCCAL INFECTION,1,8,212,64663
LACOSAMIDE,STAPHYLOCOCCAL INFECTION,1,77,212,64663
LAMOTRIGINE,STAPHYLOCOCCAL INFECTION,1,127,212,64663
LEFLUNOMIDE,STAPHYLOCOCCAL INFECTION,1,31,212,64663
LENALIDOMIDE,STAPHYLOCOCCAL INFECTION,12,3664,212,64663
LEUPROLIDE,STAPHYLOCOCCAL INFECTION,1,252,212,64663
MELOXICAM,STAPHYLOCOCCAL INFECTION,1,25,212,64663
MELPHALAN,STAPHYLOCOCCAL INFECTION,1,17,212,64663
MESALAMINE,STAPHYLOCOCCAL INFECTION,1,36,212,64663
METHYLPREDNISOLONE,STAPHYLOCOCCAL INFECTION,2,114,212,64663
NATALIZUMAB,STAPHYLOCOCCAL INFECTION,5,573,212,64663
OCTREOTIDE,STAPHYLOCOCCAL INFECTION,10,473,212,64663
OMALIZUMAB,STAPHYLOCOCCAL INFECTION,10,423,212,64663
ONDANSETRON,STAPHYLOCOCCAL INFECTION,4,44,212,64663
OXYBATE,STAPHYLOCOCCAL INFECTION,2,446,212,64663
OXYCODONE,STAPHYLOCOCCAL INFECTION,1,226,212,64663
PACLITAXEL,STAPHYLOCOCCAL INFECTION,2,268,212,64663
PANITUMUMAB,STAPHYLOCOCCAL INFECTION,1,175,212,64663
PAZOPANIB,STAPHYLOCOCCAL INFECTION,2,280,212,64663
POMALIDOMIDE,STAPHYLOCOCCAL INFECTION,2,799,212,64663
PRAVASTATIN,STAPHYLOCOCCAL INFECTION,3,40,212,64663
PREGABALIN,STAPHYLOCOCCAL INFECTION,3,435,212,64663
PROPOFOL,STAPHYLOCOCCAL INFECTION,1,49,212,64663
REGORAFENIB,STAPHYLOCOCCAL INFECTION,1,268,212,64663
RIBAVIRIN,STAPHYLOCOCCAL INFECTION,3,330,212,64663
RITUXIMAB,STAPHYLOCOCCAL INFECTION,2,531,212,64663
RIVAROXABAN,STAPHYLOCOCCAL INFECTION,1,1921,212,64663
RUXOLITINIB,STAPHYLOCOCCAL INFECTION,1,439,212,64663
SILDENAFIL,STAPHYLOCOCCAL INFECTION,3,163,212,64663
SIPULEUCEL-T,STAPHYLOCOCCAL INFECTION,2,213,212,64663
SOMATROPIN,STAPHYLOCOCCAL INFECTION,1,37,212,64663
SORAFENIB,STAPHYLOCOCCAL INFECTION,1,350,212,64663
SUNITINIB,STAPHYLOCOCCAL INFECTION,1,478,212,64663
TACROLIMUS,STAPHYLOCOCCAL INFECTION,2,236,212,64663
TERIPARATIDE,STAPHYLOCOCCAL INFECTION,1,20,212,64663
TESTOSTERONE,STAPHYLOCOCCAL INFECTION,3,342,212,64663
TIOTROPIUM,STAPHYLOCOCCAL INFECTION,1,222,212,64663
TOCILIZUMAB,STAPHYLOCOCCAL INFECTION,7,311,212,64663
TOFACITINIB,STAPHYLOCOCCAL INFECTION,2,192,212,64663
TREPROSTINIL,STAPHYLOCOCCAL INFECTION,1,171,212,64663
USTEKINUMAB,STAPHYLOCOCCAL INFECTION,2,369,212,64663
VENLAFAXINE,STAPHYLOCOCCAL INFECTION,1,91,212,64663
VORINOSTAT,STAPHYLOCOCCAL INFECTION,1,38,212,64663
ZIPRASIDONE,STAPHYLOCOCCAL INFECTION,2,13,212,64663
ABATACEPT,STOMATITIS,1,122,362,64663
ACYCLOVIR,STOMATITIS,1,43,362,64663
ADALIMUMAB,STOMATITIS,6,1836,362,64663
AFATINIB,STOMATITIS,55,256,362,64663
ALBUTEROL,STOMATITIS,1,60,362,64663
AMIODARONE,STOMATITIS,1,182,362,64663
AMLODIPINE,STOMATITIS,1,213,362,64663
APIXABAN,STOMATITIS,1,285,362,64663
ATORVASTATIN,STOMATITIS,4,289,362,64663
AXITINIB,STOMATITIS,7,221,362,64663
BEVACIZUMAB,STOMATITIS,9,542,362,64663
BOTULINUM TOXIN TYPE A,STOMATITIS,1,53,362,64663
BRENTUXIMAB VEDOTIN,STOMATITIS,1,91,362,64663
CABAZITAXEL,STOMATITIS,2,113,362,64663
CABOZANTINIB,STOMATITIS,10,149,362,64663
CAPECITABINE,STOMATITIS,7,172,362,64663
CARFILZOMIB,STOMATITIS,1,336,362,64663
CASPOFUNGIN,STOMATITIS,1,48,362,64663
CEFUROXIME,STOMATITIS,1,49,362,64663
CETUXIMAB,STOMATITIS,13,103,362,64663
CISPLATIN,STOMATITIS,5,105,362,64663
CLOFARABINE,STOMATITIS,2,20,362,64663
CYCLOPHOSPHAMIDE,STOMATITIS,1,65,362,64663
CYTARABINE,STOMATITIS,1,110,362,64663
DENOSUMAB,STOMATITIS,1,578,362,64663
