Drug,Reac,a,drug_num,reac_num,n
PANTOPRAZOLE,FATIGUE,2,134,5188,94932
PARATHYROID HORMONE,FATIGUE,1,1,5188,94932
PARICALCITOL,FATIGUE,1,31,5188,94932
PAROXETINE,FATIGUE,1,83,5188,94932
PASIREOTIDE,FATIGUE,6,72,5188,94932
PAZOPANIB,FATIGUE,7,175,5188,94932
PD-1/PD-L1_MEL,FATIGUE,6,116,5188,94932
PD-1/PD-L1_NSCLC,FATIGUE,3,61,5188,94932
PD-1/PD-L1_Other,FATIGUE,3,74,5188,94932
PEGFILGRASTIM,FATIGUE,6,235,5188,94932
PEGINTERFERON ALFA-2A,FATIGUE,14,186,5188,94932
PEGINTERFERON ALFA-2B,FATIGUE,25,142,5188,94932
PEGINTERFERON BETA-1A,FATIGUE,2,37,5188,94932
PEGVISOMANT,FATIGUE,2,20,5188,94932
PENTOSAN POLYSULFATE,FATIGUE,1,4,5188,94932
PERAMPANEL,FATIGUE,1,34,5188,94932
PERTUZUMAB,FATIGUE,12,221,5188,94932
PHENAZOPYRIDINE,FATIGUE,1,1,5188,94932
PHENELZINE,FATIGUE,1,1,5188,94932
PHENYTOIN,FATIGUE,4,39,5188,94932
PIRFENIDONE,FATIGUE,17,50,5188,94932
POLYETHYLENE GLYCOL 3350,FATIGUE,1,6,5188,94932
POMALIDOMIDE,FATIGUE,54,801,5188,94932
PONATINIB,FATIGUE,2,68,5188,94932
PRAMIPEXOLE,FATIGUE,1,37,5188,94932
PRASUGREL,FATIGUE,1,8,5188,94932
PRAVASTATIN,FATIGUE,1,14,5188,94932
PREDNISOLONE,FATIGUE,4,87,5188,94932
PREDNISONE,FATIGUE,3,56,5188,94932
PREGABALIN,FATIGUE,45,924,5188,94932
PROCARBAZINE,FATIGUE,1,8,5188,94932
QUETIAPINE,FATIGUE,4,333,5188,94932
RALTEGRAVIR,FATIGUE,1,34,5188,94932
RAMIPRIL,FATIGUE,4,182,5188,94932
RANIBIZUMAB,FATIGUE,10,349,5188,94932
RANITIDINE,FATIGUE,1,143,5188,94932
RASAGILINE,FATIGUE,1,21,5188,94932
REGADENOSON,FATIGUE,3,37,5188,94932
REGORAFENIB,FATIGUE,40,228,5188,94932
RIBAVIRIN,FATIGUE,15,168,5188,94932
RIFAPENTINE,FATIGUE,1,3,5188,94932
RIFAXIMIN,FATIGUE,2,21,5188,94932
RIOCIGUAT,FATIGUE,28,100,5188,94932
RISEDRONATE,FATIGUE,1,43,5188,94932
RISPERIDONE,FATIGUE,9,284,5188,94932
RITONAVIR,FATIGUE,1,71,5188,94932
RITUXIMAB,FATIGUE,69,803,5188,94932
RIVAROXABAN,FATIGUE,29,1778,5188,94932
ROMIPLOSTIM,FATIGUE,3,123,5188,94932
ROMOSOZUMAB,FATIGUE,2,9,5188,94932
ROPINIROLE,FATIGUE,3,19,5188,94932
ROSUVASTATIN,FATIGUE,7,101,5188,94932
RUXOLITINIB,FATIGUE,42,336,5188,94932
SERTRALINE,FATIGUE,4,242,5188,94932
SILDENAFIL,FATIGUE,12,126,5188,94932
SIMEPREVIR,FATIGUE,16,751,5188,94932
SIMVASTATIN,FATIGUE,11,163,5188,94932
SITAGLIPTIN,FATIGUE,6,145,5188,94932
SODIUM POLYSTYRENE SULFONATE,FATIGUE,1,7,5188,94932
SOFOSBUVIR,FATIGUE,42,335,5188,94932
SOLIFENACIN,FATIGUE,6,60,5188,94932
SOMATROPIN,FATIGUE,3,50,5188,94932
SORAFENIB,FATIGUE,15,126,5188,94932
SPIRONOLACTONE,FATIGUE,1,49,5188,94932
SULFASALAZINE,FATIGUE,1,59,5188,94932
SULFUR HEXAFLUORIDE,FATIGUE,2,4,5188,94932
SUMATRIPTAN,FATIGUE,2,63,5188,94932
SUNITINIB,FATIGUE,62,270,5188,94932
TACROLIMUS,FATIGUE,1,180,5188,94932
TADALAFIL,FATIGUE,1,23,5188,94932
TALIGLUCERASE ALFA,FATIGUE,1,1,5188,94932
TAPENTADOL,FATIGUE,2,75,5188,94932
TASIMELTEON,FATIGUE,2,18,5188,94932
TEDUGLUTIDE,FATIGUE,1,43,5188,94932
TELAPREVIR,FATIGUE,11,101,5188,94932
TELBIVUDINE,FATIGUE,1,6,5188,94932
TEMOZOLOMIDE,FATIGUE,6,69,5188,94932
TEMSIROLIMUS,FATIGUE,1,15,5188,94932
TENOFOVIR DISOPROXIL,FATIGUE,2,71,5188,94932
TERBINAFINE,FATIGUE,2,40,5188,94932
TERIFLUNOMIDE,FATIGUE,59,450,5188,94932
TERIPARATIDE,FATIGUE,10,137,5188,94932
THALIDOMIDE,FATIGUE,20,208,5188,94932
THYROID (USP),FATIGUE,1,3,5188,94932
THYROTROPIN ALFA,FATIGUE,1,11,5188,94932
TIOTROPIUM,FATIGUE,1,309,5188,94932
TOCILIZUMAB,FATIGUE,99,947,5188,94932
TOFACITINIB,FATIGUE,58,844,5188,94932
TOPIRAMATE,FATIGUE,4,135,5188,94932
TRAMADOL,FATIGUE,2,201,5188,94932
TRAMETINIB,FATIGUE,3,81,5188,94932
TRASTUZUMAB,FATIGUE,28,510,5188,94932
TREPROSTINIL,FATIGUE,37,612,5188,94932
TRIAMCINOLONE,FATIGUE,1,15,5188,94932
ULIPRISTAL,FATIGUE,1,12,5188,94932
USTEKINUMAB,FATIGUE,2,347,5188,94932
VALGANCICLOVIR,FATIGUE,1,7,5188,94932
VALPROATE,FATIGUE,3,103,5188,94932
VALSARTAN,FATIGUE,4,62,5188,94932
VANCOMYCIN,FATIGUE,1,106,5188,94932
VARENICLINE,FATIGUE,4,102,5188,94932
VEDOLIZUMAB,FATIGUE,10,105,5188,94932
VEMURAFENIB,FATIGUE,7,141,5188,94932
VENLAFAXINE,FATIGUE,11,173,5188,94932
VIGABATRIN,FATIGUE,4,68,5188,94932
VISMODEGIB,FATIGUE,19,62,5188,94932
VORTIOXETINE,FATIGUE,6,86,5188,94932
WARFARIN,FATIGUE,4,153,5188,94932
ZICONOTIDE,FATIGUE,1,23,5188,94932
ZIPRASIDONE,FATIGUE,3,19,5188,94932
ZOLEDRONIC ACID,FATIGUE,21,501,5188,94932
ABATACEPT,FEELING ABNORMAL,1,447,1482,94932
ACETAMINOPHEN,FEELING ABNORMAL,1,130,1482,94932
ADALIMUMAB,FEELING ABNORMAL,35,3183,1482,94932
AFATINIB,FEELING ABNORMAL,1,377,1482,94932
ALEMTUZUMAB,FEELING ABNORMAL,2,83,1482,94932
ALPRAZOLAM,FEELING ABNORMAL,5,168,1482,94932
AMBRISENTAN,FEELING ABNORMAL,1,453,1482,94932
AMIODARONE,FEELING ABNORMAL,2,145,1482,94932
AMITRIPTYLINE,FEELING ABNORMAL,6,33,1482,94932
AMLODIPINE,FEELING ABNORMAL,10,157,1482,94932
APIXABAN,FEELING ABNORMAL,1,216,1482,94932
APREMILAST,FEELING ABNORMAL,8,996,1482,94932
ATENOLOL,FEELING ABNORMAL,2,71,1482,94932
ATORVASTATIN,FEELING ABNORMAL,3,262,1482,94932
AZILSARTAN,FEELING ABNORMAL,1,1,1482,94932
AZITHROMYCIN,FEELING ABNORMAL,1,80,1482,94932
BACLOFEN,FEELING ABNORMAL,4,147,1482,94932
BELIMUMAB,FEELING ABNORMAL,7,214,1482,94932
BEVACIZUMAB,FEELING ABNORMAL,3,824,1482,94932
BIMATOPROST,FEELING ABNORMAL,1,63,1482,94932
BORTEZOMIB,FEELING ABNORMAL,1,115,1482,94932
BOSENTAN,FEELING ABNORMAL,6,1208,1482,94932
BOSUTINIB,FEELING ABNORMAL,1,74,1482,94932
BOTULINUM TOXIN TYPE A,FEELING ABNORMAL,7,340,1482,94932
BUPRENORPHINE,FEELING ABNORMAL,10,177,1482,94932
BUPROPION,FEELING ABNORMAL,2,82,1482,94932
CANAGLIFLOZIN,FEELING ABNORMAL,2,165,1482,94932
CANDESARTAN,FEELING ABNORMAL,1,45,1482,94932
CARBAMAZEPINE,FEELING ABNORMAL,2,145,1482,94932
CARFILZOMIB,FEELING ABNORMAL,5,268,1482,94932
CARISOPRODOL,FEELING ABNORMAL,1,3,1482,94932
CEFTRIAXONE,FEELING ABNORMAL,1,131,1482,94932
CERITINIB,FEELING ABNORMAL,1,103,1482,94932
CERTOLIZUMAB PEGOL,FEELING ABNORMAL,12,1439,1482,94932
CITALOPRAM,FEELING ABNORMAL,5,252,1482,94932
CLARITHROMYCIN,FEELING ABNORMAL,2,221,1482,94932
CLOMIPRAMINE,FEELING ABNORMAL,2,8,1482,94932
CLONAZEPAM,FEELING ABNORMAL,1,83,1482,94932
CLOZAPINE,FEELING ABNORMAL,4,409,1482,94932
CORTICOTROPIN,FEELING ABNORMAL,1,52,1482,94932
CRIZOTINIB,FEELING ABNORMAL,2,241,1482,94932
CROMOLYN,FEELING ABNORMAL,1,1,1482,94932
DALFAMPRIDINE,FEELING ABNORMAL,5,265,1482,94932
DASATINIB,FEELING ABNORMAL,1,120,1482,94932
DEFERASIROX,FEELING ABNORMAL,4,134,1482,94932
DENOSUMAB,FEELING ABNORMAL,42,2162,1482,94932
DESLORATADINE,FEELING ABNORMAL,5,10,1482,94932
DESVENLAFAXINE,FEELING ABNORMAL,6,47,1482,94932
DEXTROAMPHETAMINE,FEELING ABNORMAL,1,6,1482,94932
DEXTROMETHORPHAN,FEELING ABNORMAL,1,7,1482,94932
DIAZEPAM,FEELING ABNORMAL,2,112,1482,94932
DICLOFENAC,FEELING ABNORMAL,2,163,1482,94932
DIMETHYL FUMARATE,FEELING ABNORMAL,24,1627,1482,94932
DIPHENHYDRAMINE,FEELING ABNORMAL,2,22,1482,94932
DOCETAXEL,FEELING ABNORMAL,2,267,1482,94932
DOLUTEGRAVIR,FEELING ABNORMAL,1,34,1482,94932
DOMPERIDONE,FEELING ABNORMAL,1,2,1482,94932
DOXERCALCIFEROL,FEELING ABNORMAL,1,15,1482,94932
DRONABINOL,FEELING ABNORMAL,1,3,1482,94932
DULOXETINE,FEELING ABNORMAL,12,163,1482,94932
ECULIZUMAB,FEELING ABNORMAL,2,117,1482,94932
EPOETIN ALFA,FEELING ABNORMAL,2,52,1482,94932
EPOPROSTENOL,FEELING ABNORMAL,7,466,1482,94932
ESOMEPRAZOLE,FEELING ABNORMAL,2,144,1482,94932
ESTRADIOL,FEELING ABNORMAL,6,101,1482,94932
ETANERCEPT,FEELING ABNORMAL,336,15355,1482,94932
ETONOGESTREL,FEELING ABNORMAL,4,886,1482,94932
EVEROLIMUS,FEELING ABNORMAL,5,498,1482,94932
EVOLOCUMAB,FEELING ABNORMAL,1,3,1482,94932
EXEMESTANE,FEELING ABNORMAL,6,110,1482,94932
EXENATIDE,FEELING ABNORMAL,1,105,1482,94932
EZETIMIBE,FEELING ABNORMAL,2,42,1482,94932
FEBUXOSTAT,FEELING ABNORMAL,1,31,1482,94932
FENOFIBRATE,FEELING ABNORMAL,1,20,1482,94932
FENTANYL,FEELING ABNORMAL,2,256,1482,94932
FERUMOXYTOL,FEELING ABNORMAL,1,23,1482,94932
FILGRASTIM,FEELING ABNORMAL,1,100,1482,94932
FINGOLIMOD,FEELING ABNORMAL,43,1774,1482,94932
FLUOROURACIL,FEELING ABNORMAL,1,152,1482,94932
FUROSEMIDE,FEELING ABNORMAL,2,190,1482,94932
GABAPENTIN,FEELING ABNORMAL,4,226,1482,94932
GADOBUTROL,FEELING ABNORMAL,1,122,1482,94932
GLATIRAMER,FEELING ABNORMAL,2,408,1482,94932
GOLIMUMAB,FEELING ABNORMAL,1,469,1482,94932
HYDROCORTISONE,FEELING ABNORMAL,1,19,1482,94932
HYDROMORPHONE,FEELING ABNORMAL,1,26,1482,94932
IBANDRONATE,FEELING ABNORMAL,4,128,1482,94932
IBRUTINIB,FEELING ABNORMAL,1,320,1482,94932
ILOPROST,FEELING ABNORMAL,9,286,1482,94932
IMATINIB,FEELING ABNORMAL,11,151,1482,94932
IMIQUIMOD,FEELING ABNORMAL,1,9,1482,94932
IMMUNOGLOBULIN G,FEELING ABNORMAL,2,192,1482,94932
INDACATEROL,FEELING ABNORMAL,2,15,1482,94932
INFLIXIMAB,FEELING ABNORMAL,7,1149,1482,94932
INSULIN GLARGINE,FEELING ABNORMAL,1,100,1482,94932
INSULIN LISPRO,FEELING ABNORMAL,2,45,1482,94932
INTERFERON BETA-1A,FEELING ABNORMAL,21,1075,1482,94932
INTERFERON BETA-1B,FEELING ABNORMAL,10,374,1482,94932
IODIXANOL,FEELING ABNORMAL,1,102,1482,94932
IOHEXOL,FEELING ABNORMAL,2,291,1482,94932
ISOTRETINOIN,FEELING ABNORMAL,2,197,1482,94932
LACOSAMIDE,FEELING ABNORMAL,2,111,1482,94932
LANREOTIDE,FEELING ABNORMAL,2,105,1482,94932
LANTHANUM CARBONATE,FEELING ABNORMAL,1,7,1482,94932
LEFLUNOMIDE,FEELING ABNORMAL,1,94,1482,94932
LENALIDOMIDE,FEELING ABNORMAL,16,3441,1482,94932
LETROZOLE,FEELING ABNORMAL,1,165,1482,94932
LEUPROLIDE,FEELING ABNORMAL,4,178,1482,94932
LEVETIRACETAM,FEELING ABNORMAL,2,257,1482,94932
LEVOFLOXACIN,FEELING ABNORMAL,1,164,1482,94932
LEVOMILNACIPRAN,FEELING ABNORMAL,1,26,1482,94932
LEVONORGESTREL,FEELING ABNORMAL,11,707,1482,94932
LEVOTHYROXINE,FEELING ABNORMAL,7,104,1482,94932
LIDOCAINE,FEELING ABNORMAL,1,27,1482,94932
LISDEXAMFETAMINE,FEELING ABNORMAL,7,77,1482,94932
LISINOPRIL,FEELING ABNORMAL,1,122,1482,94932
LORATADINE,FEELING ABNORMAL,1,8,1482,94932
LORCASERIN,FEELING ABNORMAL,5,115,1482,94932
LUBIPROSTONE,FEELING ABNORMAL,1,40,1482,94932
MACITENTAN,FEELING ABNORMAL,13,821,1482,94932
MEDROXYPROGESTERONE,FEELING ABNORMAL,1,75,1482,94932
MESALAMINE,FEELING ABNORMAL,2,47,1482,94932
METFORMIN,FEELING ABNORMAL,1,275,1482,94932
METHOTREXATE,FEELING ABNORMAL,3,442,1482,94932
METHYLPHENIDATE,FEELING ABNORMAL,1,29,1482,94932
METHYLPREDNISOLONE,FEELING ABNORMAL,4,120,1482,94932
MIFEPRISTONE,FEELING ABNORMAL,2,410,1482,94932
MIRABEGRON,FEELING ABNORMAL,2,147,1482,94932
MIRTAZAPINE,FEELING ABNORMAL,1,173,1482,94932
MORPHINE,FEELING ABNORMAL,1,113,1482,94932
MYCOPHENOLATE MOFETIL,FEELING ABNORMAL,1,105,1482,94932
NALTREXONE,FEELING ABNORMAL,3,12,1482,94932
NATALIZUMAB,FEELING ABNORMAL,18,1689,1482,94932
NICOTINE,FEELING ABNORMAL,1,21,1482,94932
NILOTINIB,FEELING ABNORMAL,1,275,1482,94932
NINTEDANIB,FEELING ABNORMAL,1,60,1482,94932
OCTREOTIDE,FEELING ABNORMAL,57,603,1482,94932
OLANZAPINE,FEELING ABNORMAL,6,144,1482,94932
OLMESARTAN,FEELING ABNORMAL,1,46,1482,94932
OLOPATADINE,FEELING ABNORMAL,1,3,1482,94932
OMALIZUMAB,FEELING ABNORMAL,83,1004,1482,94932
OMEPRAZOLE,FEELING ABNORMAL,2,148,1482,94932
OSELTAMIVIR,FEELING ABNORMAL,2,36,1482,94932
OSPEMIFENE,FEELING ABNORMAL,1,107,1482,94932
OXYBATE,FEELING ABNORMAL,151,1260,1482,94932
OXYCODONE,FEELING ABNORMAL,4,213,1482,94932
PACLITAXEL,FEELING ABNORMAL,1,573,1482,94932
PALIPERIDONE,FEELING ABNORMAL,2,220,1482,94932
PALONOSETRON,FEELING ABNORMAL,1,11,1482,94932
PD-1/PD-L1_Other,FEELING ABNORMAL,1,74,1482,94932
PEGFILGRASTIM,FEELING ABNORMAL,4,235,1482,94932
PEGINTERFERON ALFA-2A,FEELING ABNORMAL,1,186,1482,94932
PEGINTERFERON ALFA-2B,FEELING ABNORMAL,3,142,1482,94932
PEGVISOMANT,FEELING ABNORMAL,1,20,1482,94932
POMALIDOMIDE,FEELING ABNORMAL,6,801,1482,94932
PONATINIB,FEELING ABNORMAL,1,68,1482,94932
PREDNISONE,FEELING ABNORMAL,1,56,1482,94932
PREGABALIN,FEELING ABNORMAL,46,924,1482,94932
QUETIAPINE,FEELING ABNORMAL,2,333,1482,94932
RAMIPRIL,FEELING ABNORMAL,1,182,1482,94932
RANIBIZUMAB,FEELING ABNORMAL,2,349,1482,94932
RANITIDINE,FEELING ABNORMAL,2,143,1482,94932
REGORAFENIB,FEELING ABNORMAL,3,228,1482,94932
RIFAXIMIN,FEELING ABNORMAL,1,21,1482,94932
RIOCIGUAT,FEELING ABNORMAL,4,100,1482,94932
RISPERIDONE,FEELING ABNORMAL,1,284,1482,94932
RITUXIMAB,FEELING ABNORMAL,2,803,1482,94932
RIVAROXABAN,FEELING ABNORMAL,2,1778,1482,94932
RIVASTIGMINE,FEELING ABNORMAL,1,91,1482,94932
ROMIPLOSTIM,FEELING ABNORMAL,1,123,1482,94932
ROPINIROLE,FEELING ABNORMAL,1,19,1482,94932
ROSUVASTATIN,FEELING ABNORMAL,1,101,1482,94932
ROTIGOTINE,FEELING ABNORMAL,1,50,1482,94932
RUXOLITINIB,FEELING ABNORMAL,4,336,1482,94932
SERTRALINE,FEELING ABNORMAL,3,242,1482,94932
SILDENAFIL,FEELING ABNORMAL,4,126,1482,94932
SIMEPREVIR,FEELING ABNORMAL,1,751,1482,94932
SIMVASTATIN,FEELING ABNORMAL,2,163,1482,94932
SIROLIMUS,FEELING ABNORMAL,6,39,1482,94932
SITAGLIPTIN,FEELING ABNORMAL,3,145,1482,94932
SODIUM CHLORIDE,FEELING ABNORMAL,1,47,1482,94932
SODIUM POLYSTYRENE SULFONATE,FEELING ABNORMAL,1,7,1482,94932
SOFOSBUVIR,FEELING ABNORMAL,3,335,1482,94932
SOMATROPIN,FEELING ABNORMAL,1,50,1482,94932
SORAFENIB,FEELING ABNORMAL,1,126,1482,94932
SOTALOL,FEELING ABNORMAL,1,4,1482,94932
SUMATRIPTAN,FEELING ABNORMAL,3,63,1482,94932
SUNITINIB,FEELING ABNORMAL,4,270,1482,94932
TEDUGLUTIDE,FEELING ABNORMAL,1,43,1482,94932
TELAPREVIR,FEELING ABNORMAL,1,101,1482,94932
TELMISARTAN,FEELING ABNORMAL,2,30,1482,94932
TEMOZOLOMIDE,FEELING ABNORMAL,1,69,1482,94932
TERBINAFINE,FEELING ABNORMAL,2,40,1482,94932
TERIFLUNOMIDE,FEELING ABNORMAL,17,450,1482,94932
TERIPARATIDE,FEELING ABNORMAL,5,137,1482,94932
THALIDOMIDE,FEELING ABNORMAL,5,208,1482,94932
TICAGRELOR,FEELING ABNORMAL,1,183,1482,94932
TIZANIDINE,FEELING ABNORMAL,1,7,1482,94932
TOCILIZUMAB,FEELING ABNORMAL,8,947,1482,94932
TOFACITINIB,FEELING ABNORMAL,10,844,1482,94932
TOPIRAMATE,FEELING ABNORMAL,4,135,1482,94932
TRAMADOL,FEELING ABNORMAL,3,201,1482,94932
TRAMETINIB,FEELING ABNORMAL,1,81,1482,94932
TRASTUZUMAB,FEELING ABNORMAL,2,510,1482,94932
TRAVOPROST,FEELING ABNORMAL,3,11,1482,94932
TREPROSTINIL,FEELING ABNORMAL,7,612,1482,94932
VALACYCLOVIR,FEELING ABNORMAL,2,85,1482,94932
VALPROATE,FEELING ABNORMAL,2,103,1482,94932
VALSARTAN,FEELING ABNORMAL,2,62,1482,94932
VANCOMYCIN,FEELING ABNORMAL,1,106,1482,94932
VARENICLINE,FEELING ABNORMAL,8,102,1482,94932
VEDOLIZUMAB,FEELING ABNORMAL,1,105,1482,94932
VENLAFAXINE,FEELING ABNORMAL,14,173,1482,94932
VIGABATRIN,FEELING ABNORMAL,2,68,1482,94932
VILAZODONE,FEELING ABNORMAL,1,13,1482,94932
VISMODEGIB,FEELING ABNORMAL,2,62,1482,94932
VORICONAZOLE,FEELING ABNORMAL,1,38,1482,94932
VORTIOXETINE,FEELING ABNORMAL,1,86,1482,94932
ZICONOTIDE,FEELING ABNORMAL,1,23,1482,94932
ZIPRASIDONE,FEELING ABNORMAL,1,19,1482,94932
ZOLEDRONIC ACID,FEELING ABNORMAL,16,501,1482,94932
ZOLMITRIPTAN,FEELING ABNORMAL,1,10,1482,94932
ZOLPIDEM,FEELING ABNORMAL,2,114,1482,94932
ABATACEPT,FEMALE REPRODUCTIVE TRACT DISORDER,1,447,4,94932
BOSENTAN,FEMALE REPRODUCTIVE TRACT DISORDER,1,1208,4,94932
DIMETHYL FUMARATE,FEMALE REPRODUCTIVE TRACT DISORDER,1,1627,4,94932
RITUXIMAB,FEMALE REPRODUCTIVE TRACT DISORDER,1,803,4,94932
ABATACEPT,FEMUR FRACTURE,1,447,250,94932
ADALIMUMAB,FEMUR FRACTURE,12,3183,250,94932
ALENDRONATE,FEMUR FRACTURE,12,142,250,94932
AMIODARONE,FEMUR FRACTURE,1,145,250,94932
AMLODIPINE,FEMUR FRACTURE,1,157,250,94932
ANAKINRA,FEMUR FRACTURE,1,9,250,94932
ATENOLOL,FEMUR FRACTURE,1,71,250,94932
ATORVASTATIN,FEMUR FRACTURE,1,262,250,94932
BENDAMUSTINE,FEMUR FRACTURE,1,155,250,94932
BEVACIZUMAB,FEMUR FRACTURE,5,824,250,94932
BORTEZOMIB,FEMUR FRACTURE,1,115,250,94932
BOSENTAN,FEMUR FRACTURE,2,1208,250,94932
BUPRENORPHINE,FEMUR FRACTURE,1,177,250,94932
CAPECITABINE,FEMUR FRACTURE,1,242,250,94932
CELECOXIB,FEMUR FRACTURE,6,161,250,94932
CERTOLIZUMAB PEGOL,FEMUR FRACTURE,4,1439,250,94932
CLOZAPINE,FEMUR FRACTURE,2,409,250,94932
CORTICOTROPIN,FEMUR FRACTURE,1,52,250,94932
DABIGATRAN ETEXILATE,FEMUR FRACTURE,1,779,250,94932
DALFAMPRIDINE,FEMUR FRACTURE,1,265,250,94932
DENOSUMAB,FEMUR FRACTURE,42,2162,250,94932
DIMETHYL FUMARATE,FEMUR FRACTURE,7,1627,250,94932
DOCETAXEL,FEMUR FRACTURE,1,267,250,94932
DONEPEZIL,FEMUR FRACTURE,2,122,250,94932
ESOMEPRAZOLE,FEMUR FRACTURE,1,144,250,94932
ETANERCEPT,FEMUR FRACTURE,19,15355,250,94932
EVEROLIMUS,FEMUR FRACTURE,1,498,250,94932
FEBUXOSTAT,FEMUR FRACTURE,1,31,250,94932
FINGOLIMOD,FEMUR FRACTURE,2,1774,250,94932
GLIMEPIRIDE,FEMUR FRACTURE,1,38,250,94932
GOLIMUMAB,FEMUR FRACTURE,1,469,250,94932
IBANDRONATE,FEMUR FRACTURE,6,128,250,94932
IBRUTINIB,FEMUR FRACTURE,1,320,250,94932
INTERFERON BETA-1A,FEMUR FRACTURE,2,1075,250,94932
INTERFERON BETA-1B,FEMUR FRACTURE,1,374,250,94932
LENALIDOMIDE,FEMUR FRACTURE,6,3441,250,94932
LORAZEPAM,FEMUR FRACTURE,1,100,250,94932
MACITENTAN,FEMUR FRACTURE,1,821,250,94932
METHOTREXATE,FEMUR FRACTURE,1,442,250,94932
METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,FEMUR FRACTURE,3,72,250,94932
MIRABEGRON,FEMUR FRACTURE,2,147,250,94932
NATALIZUMAB,FEMUR FRACTURE,7,1689,250,94932
NILOTINIB,FEMUR FRACTURE,1,275,250,94932
OCTREOTIDE,FEMUR FRACTURE,8,603,250,94932
OXYCODONE,FEMUR FRACTURE,1,213,250,94932
PACLITAXEL,FEMUR FRACTURE,1,573,250,94932
PD-1/PD-L1_MEL,FEMUR FRACTURE,1,116,250,94932
PIOGLITAZONE,FEMUR FRACTURE,2,34,250,94932
POMALIDOMIDE,FEMUR FRACTURE,1,801,250,94932
PREGABALIN,FEMUR FRACTURE,4,924,250,94932
QUETIAPINE,FEMUR FRACTURE,1,333,250,94932
RIBAVIRIN,FEMUR FRACTURE,1,168,250,94932
RISPERIDONE,FEMUR FRACTURE,1,284,250,94932
RITUXIMAB,FEMUR FRACTURE,3,803,250,94932
RIVAROXABAN,FEMUR FRACTURE,1,1778,250,94932
RIVASTIGMINE,FEMUR FRACTURE,7,91,250,94932
ROMIPLOSTIM,FEMUR FRACTURE,1,123,250,94932
RUXOLITINIB,FEMUR FRACTURE,3,336,250,94932
SAXAGLIPTIN,FEMUR FRACTURE,3,35,250,94932
SECUKINUMAB,FEMUR FRACTURE,2,32,250,94932
TENOFOVIR DISOPROXIL,FEMUR FRACTURE,1,71,250,94932
TOCILIZUMAB,FEMUR FRACTURE,13,947,250,94932
TOFACITINIB,FEMUR FRACTURE,1,844,250,94932
TRASTUZUMAB,FEMUR FRACTURE,1,510,250,94932
TREPROSTINIL,FEMUR FRACTURE,2,612,250,94932
VALSARTAN,FEMUR FRACTURE,1,62,250,94932
VERAPAMIL,FEMUR FRACTURE,4,29,250,94932
VORICONAZOLE,FEMUR FRACTURE,1,38,250,94932
ZOLEDRONIC ACID,FEMUR FRACTURE,19,501,250,94932
ABATACEPT,FIBROMYALGIA,2,447,167,94932
ADALIMUMAB,FIBROMYALGIA,7,3183,167,94932
AMBRISENTAN,FIBROMYALGIA,2,453,167,94932
ATORVASTATIN,FIBROMYALGIA,2,262,167,94932
BOSENTAN,FIBROMYALGIA,3,1208,167,94932
CAPECITABINE,FIBROMYALGIA,2,242,167,94932
CERTOLIZUMAB PEGOL,FIBROMYALGIA,1,1439,167,94932
CIPROFLOXACIN,FIBROMYALGIA,2,166,167,94932
DENOSUMAB,FIBROMYALGIA,4,2162,167,94932
DULOXETINE,FIBROMYALGIA,1,163,167,94932
ERLOTINIB,FIBROMYALGIA,1,139,167,94932
ETANERCEPT,FIBROMYALGIA,55,15355,167,94932
FINGOLIMOD,FIBROMYALGIA,1,1774,167,94932
GABAPENTIN,FIBROMYALGIA,1,226,167,94932
INFLIXIMAB,FIBROMYALGIA,3,1149,167,94932
INSULIN LISPRO,FIBROMYALGIA,1,45,167,94932
INTERFERON BETA-1A,FIBROMYALGIA,2,1075,167,94932
LENALIDOMIDE,FIBROMYALGIA,1,3441,167,94932
LEUPROLIDE,FIBROMYALGIA,2,178,167,94932
MACITENTAN,FIBROMYALGIA,2,821,167,94932
METHOTREXATE,FIBROMYALGIA,2,442,167,94932
MOXIFLOXACIN,FIBROMYALGIA,1,50,167,94932
MYCOPHENOLATE MOFETIL,FIBROMYALGIA,1,105,167,94932
NATALIZUMAB,FIBROMYALGIA,2,1689,167,94932
OLANZAPINE,FIBROMYALGIA,1,144,167,94932
OMALIZUMAB,FIBROMYALGIA,3,1004,167,94932
OXYBATE,FIBROMYALGIA,19,1260,167,94932
OXYCODONE,FIBROMYALGIA,1,213,167,94932
OXYMORPHONE,FIBROMYALGIA,1,18,167,94932
PEGINTERFERON ALFA-2A,FIBROMYALGIA,1,186,167,94932
PIRFENIDONE,FIBROMYALGIA,2,50,167,94932
PREGABALIN,FIBROMYALGIA,9,924,167,94932
RITUXIMAB,FIBROMYALGIA,5,803,167,94932
SERTRALINE,FIBROMYALGIA,1,242,167,94932
TENOFOVIR DISOPROXIL,FIBROMYALGIA,3,71,167,94932
TERIFLUNOMIDE,FIBROMYALGIA,4,450,167,94932
TIOTROPIUM,FIBROMYALGIA,1,309,167,94932
TOCILIZUMAB,FIBROMYALGIA,9,947,167,94932
TOFACITINIB,FIBROMYALGIA,2,844,167,94932
TRASTUZUMAB,FIBROMYALGIA,1,510,167,94932
TREPROSTINIL,FIBROMYALGIA,1,612,167,94932
ZOLEDRONIC ACID,FIBROMYALGIA,2,501,167,94932
ABATACEPT,FIBROSIS,1,447,17,94932
AMBRISENTAN,FIBROSIS,1,453,17,94932
